"","predict","y.lower","y.upper"
"H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr11:96437584-134946516",36802.70703125,29499.0083238029,400227.598131738
"H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr16:46385801-88389383",143835.109375,2720.58512143791,204012.545705119
"H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr17:34725848-62410760",31925.201171875,2120.96497329325,218282.192897414
"H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr18:18510898-52059136",95814.109375,3885.80350024255,716991.675083824
"H3K36me3_AM_immune/samples/tcell/McGill0007/problems/chr4:75452279-191044276",29073.9375,1919.58643277362,354931.417914919
"H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr11:96437584-134946516",46316.15234375,24856.8188574226,546646.689610708
"H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr16:46385801-88389383",91950.40625,4563.91548565031,253964.028957703
"H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr17:34725848-62410760",53512.6015625,4639.91602902117,265028.876992791
"H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr18:18510898-52059136",75502.4375,6642.65926869122,1027571.5367289
"H3K36me3_AM_immune/samples/tcell/McGill0008/problems/chr4:75452279-191044276",22974.517578125,1863.5396909068,428342.388325229
"H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr11:96437584-134946516",62769.5859375,42635.2084052433,948082.861013168
"H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr16:46385801-88389383",179655.578125,4478.53319555521,450902.680713224
"H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr17:34725848-62410760",43017.203125,2602.35484869779,435291.92407351
"H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr18:18510898-52059136",100882.078125,4625.1521946639,1875289.54179553
"H3K36me3_AM_immune/samples/tcell/McGill0009/problems/chr4:75452279-191044276",40439.9140625,1795.21104173362,806593.326384476
"H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr11:96437584-134946516",64474.07421875,31997.8768986973,718249.754533912
"H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr16:46385801-88389383",162528.953125,3066.35543562471,294993.801094797
"H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr17:34725848-62410760",64112.07421875,4468.77306161822,442360.836190184
"H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr18:18510898-52059136",144433.328125,13788.4418126196,1200542.914239
"H3K36me3_AM_immune/samples/tcell/McGill0011/problems/chr4:75452279-191044276",24515.466796875,1545.40180831402,544636.004349191
"H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr11:96437584-134946516",90752.53125,64261.4156037686,1412822.01130848
"H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr16:46385801-88389383",176608.6875,9436.99687427282,619946.998167776
"H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr17:34725848-62410760",36862.5625,3254.8605262637,621648.584694175
"H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr18:18510898-52059136",104947.1875,16611.3702356667,2717711.0848994
"H3K36me3_AM_immune/samples/tcell/McGill0024/problems/chr4:75452279-191044276",38645.1171875,3010.49853467942,1071195.62127574
"H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr11:96437584-134946516",44459.98828125,23739.4935728189,282530.497161262
"H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr16:46385801-88389383",91950.40625,2140.10371920963,172601.616047425
"H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr17:34725848-62410760",23235.404296875,1809.06555752829,191578.125699365
"H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr18:18510898-52059136",70707.8046875,74802.623184167,638576.861279321
"H3K36me3_AM_immune/samples/tcell/McGill0025/problems/chr4:75452279-191044276",10389.5732421875,1317.41290669144,290289.528238917
"H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr11:96437584-134946516",38435.6171875,26495.0551828641,520602.054618278
"H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr16:46385801-88389383",88948.34375,3385.47943459452,268204.928861847
"H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr17:34725848-62410760",45765.81640625,2267.49968528002,257001.273795963
"H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr18:18510898-52059136",69053,6611.68522773496,1139077.95642254
"H3K36me3_AM_immune/samples/tcell/McGill0026/problems/chr4:75452279-191044276",25268.93359375,3638.56802283229,464481.830259662
"H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr11:96437584-134946516",54732.9453125,41922.7946586189,354583.09053251
"H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr16:46385801-88389383",195643.546875,3635.16208226979,261984.470073027
"H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr17:34725848-62410760",28950.205078125,2541.50891843438,299519.745244521
"H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr18:18510898-52059136",145331.4375,11703.7101758868,1086600.34694192
"H3K36me3_AM_immune/samples/tcell/McGill0027/problems/chr4:75452279-191044276",32078.958984375,1710.83193586767,493062.676945694
"H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr11:96437584-134946516",32049.96875,25862.4585797679,328067.270419133
"H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr16:46385801-88389383",135769.28125,9645.95372486117,176960.200825274
"H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr17:34725848-62410760",47010.8125,1155.69753012807,196801.928964965
"H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr18:18510898-52059136",127339.25,5948.46147533876,600836.970645545
"H3K36me3_AM_immune/samples/tcell/McGill0028/problems/chr4:75452279-191044276",35967.38671875,1803.51717348396,405904.6923201
"H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr11:96437584-134946516",131924.828125,67999.8981176794,685873.38162952
"H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr16:46385801-88389383",174112.21875,13730.2532855272,584191.146287156
"H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr17:34725848-62410760",77563.0390625,3432.37167188527,294786.117104018
"H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr18:18510898-52059136",133658,14743.7691005469,2315177.42748153
"H3K36me3_AM_immune/samples/tcell/McGill0029/problems/chr4:75452279-191044276",68652.0625,5629.97410994769,1072992.03154409
"H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr11:96437584-134946516",118750.9765625,67714.8637059806,312361.527918077
"H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr16:46385801-88389383",151880.46875,10672.0980907678,305962.282004928
"H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr17:34725848-62410760",53307.125,3231.37745831907,389014.189737154
"H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr18:18510898-52059136",120760.9921875,69013.8342619742,2265159.74111675
"H3K36me3_AM_immune/samples/tcell/McGill0102/problems/chr4:75452279-191044276",57169.4765625,2592.60888666659,669710.681413469
"H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr11:96437584-134946516",89896.4765625,67769.305213712,460973.679578479
"H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr16:46385801-88389383",215373.796875,5276.34229174255,282007.896373954
"H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr17:34725848-62410760",58985.91796875,3622.89570486546,352835.098987113
"H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr18:18510898-52059136",142737.5625,45863.606267968,1605229.28847496
"H3K36me3_AM_immune/samples/tcell/McGill0106/problems/chr4:75452279-191044276",42778.04296875,2662.66169760749,561521.411946172
"H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr11:96437584-134946516",78111.7578125,41353.0718667596,821755.564998374
"H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr16:46385801-88389383",189315.953125,7903.69939935209,473621.173788861
"H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr17:34725848-62410760",57702.21484375,4252.97463165225,432014.458964769
"H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr18:18510898-52059136",112902.2109375,4068.47750493511,1394616.07647184
"H3K36me3_AM_immune/samples/tcell/McGill0107/problems/chr4:75452279-191044276",23414.42578125,3173.566121161,1162184.22650684
