sequenceID,fold
171_chr11,5
171_chr17,5
171_chr2,5
171_chr3,5
171_chr4,5
172_chr1,5
172_chr11,5
172_chr17,5
172_chr2,5
172_chr3,5
172_chr4,5
173_chr1,4
173_chr11,4
173_chr17,4
173_chr2,4
173_chr3,4
173_chr4,4
175_chr1,6
175_chr11,6
175_chr17,6
175_chr2,6
175_chr3,6
175_chr4,6
176_chr1,5
176_chr11,5
176_chr17,5
176_chr2,5
176_chr3,5
176_chr4,5
177_chr1,5
177_chr11,5
177_chr17,5
177_chr2,5
177_chr3,5
177_chr4,5
178_chr1,5
178_chr11,5
178_chr17,5
178_chr2,5
178_chr3,5
178_chr4,5
17_chr1,5
17_chr11,5
17_chr17,5
17_chr2,5
17_chr3,5
17_chr4,5
180_chr1,5
180_chr11,5
180_chr17,5
180_chr2,5
180_chr3,5
180_chr4,5
181_chr11,4
181_chr17,4
181_chr2,4
181_chr3,4
181_chr4,4
182_chr1,4
182_chr11,4
182_chr17,4
182_chr2,4
182_chr3,4
183_chr1,6
183_chr11,6
183_chr17,6
183_chr2,6
183_chr3,6
183_chr4,6
184_chr1,5
184_chr11,5
184_chr17,5
184_chr2,5
184_chr3,5
184_chr4,5
185_chr1,4
185_chr11,4
185_chr17,4
185_chr2,4
185_chr3,4
185_chr4,4
186_chr1,6
186_chr11,6
186_chr17,6
186_chr2,6
186_chr3,6
186_chr4,6
187_chr1,4
187_chr11,4
187_chr17,4
187_chr2,4
187_chr3,4
187_chr4,4
188_chr1,5
188_chr11,5
188_chr2,5
188_chr3,5
188_chr4,5
189_chr1,6
189_chr11,6
189_chr17,6
189_chr2,6
189_chr3,6
189_chr4,6
18_chr1,5
18_chr11,5
18_chr17,5
18_chr2,5
18_chr3,5
18_chr4,5
190_chr1,5
190_chr11,5
190_chr17,5
190_chr2,5
190_chr3,5
190_chr4,5
191_chr1,4
191_chr11,4
191_chr17,4
191_chr2,4
191_chr3,4
191_chr4,4
192_chr1,4
192_chr11,4
192_chr17,4
192_chr2,4
192_chr3,4
192_chr4,4
193_chr1,5
193_chr11,5
193_chr17,5
193_chr2,5
193_chr3,5
193_chr4,5
194_chr1,5
194_chr11,5
194_chr17,5
194_chr2,5
194_chr3,5
194_chr4,5
195_chr1,5
195_chr11,5
195_chr17,5
195_chr2,5
195_chr3,5
195_chr4,5
196_chr1,6
196_chr11,6
196_chr17,6
196_chr2,6
196_chr3,6
196_chr4,6
197_chr1,6
197_chr11,6
197_chr17,6
197_chr2,6
197_chr3,6
197_chr4,6
198_chr1,6
198_chr11,6
198_chr17,6
198_chr2,6
198_chr3,6
198_chr4,6
199_chr1,6
199_chr11,6
199_chr17,6
199_chr2,6
199_chr3,6
199_chr4,6
19_chr1,5
19_chr11,5
19_chr17,5
19_chr2,5
19_chr3,5
19_chr4,5
1_chr1,5
1_chr11,5
1_chr17,5
1_chr2,5
1_chr3,5
1_chr4,5
200_chr1,6
200_chr11,6
200_chr17,6
200_chr2,6
200_chr3,6
200_chr4,6
201_chr1,4
201_chr11,4
201_chr17,4
201_chr2,4
201_chr3,4
201_chr4,4
202_chr1,5
202_chr11,5
202_chr17,5
202_chr2,5
202_chr3,5
202_chr4,5
203_chr1,6
203_chr11,6
203_chr17,6
203_chr2,6
203_chr3,6
203_chr4,6
204_chr1,5
204_chr11,5
204_chr17,5
204_chr2,5
204_chr3,5
204_chr4,5
205_chr1,5
205_chr11,5
205_chr17,5
205_chr2,5
205_chr3,5
205_chr4,5
206_chr1,6
206_chr11,6
206_chr17,6
206_chr2,6
206_chr3,6
206_chr4,6
207_chr1,4
207_chr11,4
207_chr17,4
207_chr2,4
207_chr3,4
208_chr1,4
208_chr11,4
208_chr17,4
208_chr2,4
208_chr3,4
208_chr4,4
209_chr1,5
209_chr11,5
209_chr17,5
209_chr2,5
209_chr3,5
209_chr4,5
20_chr1,5
20_chr11,5
20_chr17,5
20_chr2,5
20_chr3,5
20_chr4,5
210_chr1,5
210_chr11,5
210_chr17,5
210_chr2,5
210_chr3,5
210_chr4,5
211_chr1,6
211_chr11,6
211_chr2,6
211_chr3,6
211_chr4,6
212_chr1,5
212_chr11,5
212_chr17,5
212_chr2,5
212_chr3,5
212_chr4,5
213_chr1,6
213_chr11,6
213_chr17,6
213_chr2,6
213_chr3,6
213_chr4,6
214_chr1,4
214_chr11,4
214_chr17,4
214_chr2,4
214_chr3,4
214_chr4,4
215_chr1,4
215_chr11,4
215_chr17,4
215_chr2,4
215_chr3,4
215_chr4,4
216_chr1,5
216_chr11,5
216_chr17,5
216_chr2,5
216_chr3,5
216_chr4,5
217_chr1,4
217_chr11,4
217_chr17,4
217_chr2,4
217_chr3,4
217_chr4,4
218_chr1,5
218_chr11,5
218_chr17,5
218_chr2,5
218_chr3,5
218_chr4,5
219_chr1,4
219_chr11,4
219_chr17,4
219_chr2,4
219_chr3,4
219_chr4,4
21_chr1,5
21_chr11,5
21_chr17,5
21_chr2,5
21_chr3,5
21_chr4,5
220_chr1,5
220_chr11,5
220_chr17,5
220_chr2,5
220_chr3,5
220_chr4,5
221_chr1,5
221_chr11,5
221_chr17,5
221_chr2,5
221_chr3,5
221_chr4,5
222_chr1,6
222_chr11,6
222_chr17,6
222_chr2,6
222_chr3,6
222_chr4,6
223_chr1,4
223_chr11,4
223_chr17,4
223_chr2,4
223_chr3,4
223_chr4,4
224_chr1,5
224_chr11,5
224_chr17,5
224_chr2,5
224_chr3,5
224_chr4,5
225_chr1,6
225_chr11,6
225_chr17,6
225_chr2,6
225_chr3,6
225_chr4,6
226_chr1,6
226_chr11,6
226_chr17,6
226_chr2,6
226_chr3,6
226_chr4,6
227_chr1,4
227_chr11,4
227_chr17,4
227_chr2,4
227_chr3,4
227_chr4,4
228_chr1,6
228_chr11,6
228_chr17,6
228_chr2,6
228_chr3,6
228_chr4,6
229_chr1,2
229_chr11,2
229_chr17,2
229_chr2,2
229_chr3,2
229_chr4,2
22_chr1,5
22_chr11,5
22_chr17,5
22_chr2,5
22_chr3,5
22_chr4,5
230_chr1,4
230_chr11,4
230_chr17,4
230_chr2,4
230_chr3,4
230_chr4,4
231_chr1,4
231_chr11,4
231_chr17,4
231_chr2,4
231_chr3,4
231_chr4,4
232_chr1,4
232_chr11,4
232_chr17,4
232_chr2,4
232_chr3,4
232_chr4,4
233_chr1,5
233_chr11,5
233_chr17,5
233_chr2,5
233_chr3,5
233_chr4,5
234_chr1,4
234_chr11,4
234_chr17,4
234_chr2,4
234_chr3,4
234_chr4,4
235_chr1,5
235_chr11,5
235_chr17,5
235_chr2,5
235_chr3,5
235_chr4,5
236_chr1,4
236_chr11,4
236_chr17,4
236_chr2,4
236_chr3,4
236_chr4,4
237_chr1,6
237_chr11,6
237_chr17,6
237_chr2,6
237_chr3,6
237_chr4,6
238_chr1,6
238_chr11,6
238_chr17,6
238_chr2,6
238_chr3,6
238_chr4,6
239_chr1,6
239_chr11,6
239_chr17,6
239_chr2,6
239_chr3,6
239_chr4,6
23_chr1,6
23_chr11,6
23_chr17,6
23_chr2,6
23_chr3,6
23_chr4,6
240_chr1,6
240_chr11,6
240_chr17,6
240_chr2,6
240_chr3,6
240_chr4,6
241_chr1,4
241_chr11,4
241_chr17,4
241_chr2,4
241_chr3,4
241_chr4,4
242_chr1,4
242_chr11,4
242_chr17,4
242_chr2,4
242_chr3,4
242_chr4,4
243_chr1,6
243_chr11,6
243_chr17,6
243_chr2,6
243_chr3,6
243_chr4,6
244_chr1,6
244_chr11,6
244_chr17,6
244_chr2,6
244_chr3,6
244_chr4,6
245_chr1,5
245_chr11,5
245_chr17,5
245_chr2,5
245_chr3,5
245_chr4,5
246_chr1,4
246_chr11,4
246_chr17,4
246_chr2,4
246_chr3,4
246_chr4,4
247_chr11,5
247_chr17,5
247_chr2,5
247_chr3,5
247_chr4,5
248_chr1,5
248_chr11,5
248_chr17,5
248_chr2,5
248_chr3,5
248_chr4,5
249_chr1,4
249_chr11,4
249_chr17,4
249_chr2,4
249_chr3,4
249_chr4,4
24_chr1,6
24_chr11,6
24_chr17,6
24_chr2,6
24_chr3,6
24_chr4,6
251_chr1,5
251_chr11,5
251_chr17,5
251_chr2,5
251_chr3,5
251_chr4,5
252_chr1,4
252_chr11,4
252_chr17,4
252_chr2,4
252_chr3,4
252_chr4,4
253_chr1,4
253_chr11,4
253_chr17,4
253_chr2,4
253_chr3,4
253_chr4,4
254_chr1,5
254_chr11,5
254_chr17,5
254_chr2,5
254_chr3,5
254_chr4,5
255_chr1,5
255_chr11,5
255_chr17,5
255_chr2,5
255_chr3,5
255_chr4,5
256_chr1,5
256_chr11,5
256_chr17,5
256_chr2,5
256_chr3,5
256_chr4,5
257_chr1,5
257_chr11,5
257_chr17,5
257_chr2,5
257_chr3,5
257_chr4,5
258_chr1,6
258_chr11,6
258_chr17,6
258_chr2,6
258_chr3,6
258_chr4,6
259_chr1,4
259_chr11,4
259_chr17,4
259_chr2,4
259_chr3,4
259_chr4,4
25_chr1,5
25_chr11,5
25_chr2,5
25_chr3,5
25_chr4,5
260_chr1,6
260_chr11,6
260_chr17,6
260_chr2,6
260_chr3,6
260_chr4,6
261_chr1,5
261_chr11,5
261_chr17,5
261_chr2,5
261_chr3,5
261_chr4,5
262_chr1,4
262_chr11,4
262_chr17,4
262_chr2,4
262_chr3,4
262_chr4,4
263_chr1,5
263_chr11,5
263_chr17,5
263_chr2,5
263_chr3,5
263_chr4,5
264_chr11,6
264_chr17,6
264_chr2,6
264_chr3,6
264_chr4,6
265_chr1,4
265_chr11,4
265_chr17,4
265_chr2,4
265_chr3,4
265_chr4,4
266_chr1,4
266_chr11,4
266_chr17,4
266_chr2,4
266_chr3,4
266_chr4,4
267_chr1,6
267_chr11,6
267_chr2,6
267_chr3,6
267_chr4,6
268_chr1,5
268_chr11,5
268_chr17,5
268_chr2,5
268_chr3,5
268_chr4,5
269_chr1,6
269_chr11,6
269_chr17,6
269_chr2,6
269_chr3,6
269_chr4,6
26_chr1,5
26_chr11,5
26_chr17,5
26_chr2,5
26_chr3,5
26_chr4,5
270_chr1,5
270_chr11,5
270_chr17,5
270_chr2,5
270_chr3,5
270_chr4,5
271_chr1,5
271_chr11,5
271_chr17,5
271_chr2,5
271_chr3,5
271_chr4,5
272_chr1,4
272_chr11,4
272_chr17,4
272_chr2,4
272_chr3,4
272_chr4,4
273_chr1,6
273_chr11,6
273_chr17,6
273_chr2,6
273_chr3,6
273_chr4,6
274_chr1,5
274_chr11,5
274_chr17,5
274_chr2,5
274_chr3,5
274_chr4,5
275_chr1,4
275_chr11,4
275_chr17,4
275_chr2,4
275_chr3,4
275_chr4,4
276_chr1,6
276_chr11,6
276_chr17,6
276_chr2,6
276_chr3,6
276_chr4,6
277_chr1,6
277_chr11,6
277_chr17,6
277_chr2,6
277_chr3,6
277_chr4,6
278_chr1,4
278_chr11,4
278_chr17,4
278_chr2,4
278_chr3,4
278_chr4,4
279_chr1,5
279_chr11,5
279_chr17,5
279_chr2,5
279_chr3,5
279_chr4,5
27_chr1,5
27_chr11,5
27_chr17,5
27_chr2,5
27_chr3,5
27_chr4,5
281_chr1,5
281_chr11,5
281_chr2,5
281_chr3,5
281_chr4,5
282_chr1,6
282_chr11,6
282_chr17,6
282_chr2,6
282_chr3,6
282_chr4,6
283_chr1,5
283_chr11,5
283_chr17,5
283_chr2,5
283_chr3,5
283_chr4,5
284_chr1,6
284_chr11,6
284_chr17,6
284_chr2,6
284_chr3,6
284_chr4,6
285_chr1,5
285_chr11,5
285_chr17,5
285_chr2,5
285_chr3,5
285_chr4,5
286_chr1,5
286_chr11,5
286_chr17,5
286_chr2,5
286_chr3,5
286_chr4,5
287_chr1,4
287_chr11,4
287_chr2,4
287_chr3,4
288_chr1,6
288_chr11,6
288_chr17,6
288_chr2,6
288_chr3,6
288_chr4,6
289_chr1,6
289_chr11,6
289_chr17,6
289_chr2,6
289_chr3,6
289_chr4,6
28_chr1,4
28_chr11,4
28_chr17,4
28_chr2,4
28_chr3,4
28_chr4,4
290_chr1,5
290_chr11,5
290_chr2,5
290_chr3,5
290_chr4,5
291_chr1,6
291_chr11,6
291_chr17,6
291_chr2,6
291_chr3,6
291_chr4,6
294_chr1,6
294_chr11,6
294_chr17,6
294_chr2,6
294_chr3,6
294_chr4,6
295_chr1,5
295_chr11,5
295_chr17,5
295_chr2,5
295_chr3,5
295_chr4,5
296_chr1,5
296_chr11,5
296_chr17,5
296_chr2,5
296_chr3,5
296_chr4,5
297_chr1,6
297_chr11,6
297_chr17,6
297_chr2,6
297_chr3,6
297_chr4,6
298_chr1,4
298_chr11,4
298_chr17,4
298_chr2,4
298_chr3,4
298_chr4,4
299_chr1,6
299_chr11,6
299_chr17,6
299_chr2,6
299_chr3,6
299_chr4,6
29_chr1,4
29_chr11,4
29_chr17,4
29_chr2,4
29_chr3,4
29_chr4,4
2_chr1,5
2_chr11,5
2_chr17,5
2_chr2,5
2_chr3,5
2_chr4,5
300_chr1,4
300_chr11,4
300_chr17,4
300_chr2,4
300_chr3,4
300_chr4,4
301_chr1,4
301_chr11,4
301_chr17,4
301_chr2,4
301_chr3,4
301_chr4,4
302_chr1,6
302_chr11,6
302_chr17,6
302_chr2,6
302_chr3,6
304_chr1,5
304_chr11,5
304_chr17,5
304_chr2,5
304_chr3,5
304_chr4,5
305_chr1,6
305_chr11,6
305_chr17,6
305_chr2,6
305_chr3,6
305_chr4,6
306_chr1,5
306_chr11,5
306_chr2,5
306_chr3,5
306_chr4,5
307_chr1,4
307_chr11,4
307_chr17,4
307_chr2,4
307_chr3,4
307_chr4,4
308_chr1,6
308_chr11,6
308_chr17,6
308_chr2,6
308_chr3,6
308_chr4,6
309_chr1,4
309_chr11,4
309_chr17,4
309_chr2,4
309_chr3,4
309_chr4,4
30_chr1,4
30_chr11,4
30_chr17,4
30_chr2,4
30_chr3,4
30_chr4,4
310_chr1,5
310_chr11,5
310_chr17,5
310_chr2,5
310_chr3,5
310_chr4,5
311_chr1,6
311_chr11,6
311_chr17,6
311_chr2,6
311_chr3,6
311_chr4,6
312_chr11,6
312_chr17,6
312_chr2,6
312_chr3,6
312_chr4,6
313_chr1,4
313_chr11,4
313_chr17,4
313_chr2,4
313_chr3,4
313_chr4,4
314_chr1,4
314_chr11,4
314_chr17,4
314_chr2,4
314_chr3,4
314_chr4,4
315_chr1,4
315_chr11,4
315_chr17,4
315_chr2,4
315_chr3,4
315_chr4,4
316_chr1,4
316_chr11,4
316_chr17,4
316_chr2,4
316_chr3,4
316_chr4,4
317_chr1,6
317_chr11,6
317_chr17,6
317_chr2,6
317_chr3,6
317_chr4,6
318_chr1,5
318_chr11,5
318_chr17,5
318_chr2,5
318_chr3,5
318_chr4,5
319_chr1,6
319_chr11,6
319_chr17,6
319_chr2,6
319_chr3,6
319_chr4,6
31_chr1,6
31_chr11,6
31_chr17,6
31_chr2,6
31_chr3,6
31_chr4,6
320_chr1,4
320_chr11,4
320_chr17,4
320_chr2,4
320_chr3,4
320_chr4,4
321_chr1,6
321_chr11,6
321_chr17,6
321_chr2,6
321_chr3,6
321_chr4,6
322_chr1,5
322_chr11,5
322_chr17,5
322_chr2,5
322_chr3,5
322_chr4,5
323_chr1,4
323_chr11,4
323_chr17,4
323_chr2,4
323_chr3,4
323_chr4,4
324_chr1,5
324_chr11,5
324_chr17,5
324_chr2,5
324_chr3,5
324_chr4,5
325_chr1,5
325_chr11,5
325_chr17,5
325_chr2,5
325_chr3,5
325_chr4,5
326_chr1,6
326_chr11,6
326_chr17,6
326_chr2,6
326_chr3,6
326_chr4,6
327_chr1,5
327_chr11,5
327_chr17,5
327_chr2,5
327_chr3,5
327_chr4,5
328_chr1,6
328_chr11,6
328_chr17,6
328_chr2,6
328_chr3,6
328_chr4,6
329_chr1,4
329_chr11,4
329_chr17,4
329_chr2,4
329_chr3,4
329_chr4,4
32_chr1,5
32_chr11,5
32_chr17,5
32_chr2,5
32_chr3,5
32_chr4,5
330_chr1,4
330_chr11,4
330_chr17,4
330_chr2,4
330_chr3,4
330_chr4,4
331_chr1,6
331_chr11,6
331_chr17,6
331_chr2,6
331_chr3,6
331_chr4,6
332_chr1,4
332_chr11,4
332_chr17,4
332_chr2,4
332_chr3,4
332_chr4,4
333_chr1,5
333_chr11,5
333_chr17,5
333_chr2,5
333_chr3,5
333_chr4,5
334_chr1,4
334_chr11,4
334_chr17,4
334_chr2,4
334_chr3,4
334_chr4,4
335_chr1,6
335_chr11,6
335_chr17,6
335_chr2,6
335_chr3,6
335_chr4,6
336_chr1,4
336_chr11,4
336_chr17,4
336_chr2,4
336_chr3,4
336_chr4,4
337_chr1,5
337_chr11,5
337_chr17,5
337_chr2,5
337_chr3,5
337_chr4,5
338_chr1,4
338_chr11,4
338_chr17,4
338_chr2,4
338_chr3,4
338_chr4,4
339_chr1,4
339_chr11,4
339_chr17,4
339_chr2,4
339_chr3,4
339_chr4,4
33_chr1,4
33_chr11,4
33_chr17,4
33_chr2,4
33_chr3,4
33_chr4,4
340_chr1,6
340_chr11,6
340_chr17,6
340_chr2,6
340_chr3,6
340_chr4,6
341_chr1,5
341_chr11,5
341_chr17,5
341_chr2,5
341_chr3,5
341_chr4,5
342_chr1,4
342_chr11,4
342_chr17,4
342_chr2,4
342_chr3,4
342_chr4,4
343_chr1,6
343_chr11,6
343_chr17,6
343_chr2,6
343_chr3,6
343_chr4,6
344_chr1,4
344_chr11,4
344_chr17,4
344_chr2,4
344_chr3,4
344_chr4,4
345_chr1,6
345_chr11,6
345_chr17,6
345_chr2,6
345_chr3,6
345_chr4,6
346_chr1,5
346_chr11,5
346_chr17,5
346_chr2,5
346_chr3,5
346_chr4,5
347_chr1,5
347_chr11,5
347_chr17,5
347_chr2,5
347_chr3,5
347_chr4,5
348_chr1,6
348_chr11,6
348_chr17,6
348_chr2,6
348_chr3,6
348_chr4,6
349_chr1,5
349_chr11,5
349_chr17,5
349_chr2,5
349_chr3,5
349_chr4,5
34_chr1,4
34_chr11,4
34_chr17,4
34_chr2,4
34_chr3,4
34_chr4,4
350_chr1,4
350_chr11,4
350_chr17,4
350_chr2,4
350_chr3,4
350_chr4,4
351_chr1,4
351_chr11,4
351_chr17,4
351_chr2,4
351_chr3,4
351_chr4,4
352_chr1,6
352_chr11,6
352_chr17,6
352_chr2,6
352_chr3,6
352_chr4,6
353_chr1,6
353_chr11,6
353_chr17,6
353_chr2,6
353_chr3,6
353_chr4,6
354_chr1,6
354_chr11,6
354_chr17,6
354_chr2,6
354_chr3,6
354_chr4,6
355_chr1,6
355_chr11,6
355_chr17,6
355_chr2,6
355_chr3,6
355_chr4,6
356_chr1,6
356_chr11,6
356_chr17,6
356_chr2,6
356_chr3,6
356_chr4,6
357_chr1,5
357_chr11,5
357_chr17,5
357_chr2,5
357_chr3,5
357_chr4,5
358_chr1,6
358_chr11,6
358_chr17,6
358_chr2,6
358_chr3,6
358_chr4,6
359_chr1,4
359_chr11,4
359_chr17,4
359_chr2,4
359_chr3,4
359_chr4,4
35_chr1,5
35_chr11,5
35_chr17,5
35_chr2,5
35_chr3,5
35_chr4,5
360_chr1,4
360_chr11,4
360_chr17,4
360_chr2,4
360_chr3,4
360_chr4,4
361_chr1,5
361_chr11,5
361_chr17,5
361_chr2,5
361_chr3,5
361_chr4,5
362_chr1,6
362_chr11,6
362_chr17,6
362_chr2,6
362_chr3,6
362_chr4,6
363_chr1,6
363_chr11,6
363_chr17,6
363_chr2,6
363_chr3,6
363_chr4,6
364_chr1,6
364_chr11,6
364_chr17,6
364_chr2,6
364_chr3,6
364_chr4,6
365_chr1,4
365_chr11,4
365_chr17,4
365_chr2,4
365_chr3,4
365_chr4,4
366_chr1,5
366_chr11,5
366_chr17,5
366_chr2,5
366_chr3,5
366_chr4,5
367_chr1,4
367_chr11,4
367_chr17,4
367_chr2,4
367_chr3,4
367_chr4,4
368_chr11,5
368_chr17,5
368_chr2,5
369_chr1,5
369_chr11,5
369_chr17,5
369_chr2,5
369_chr3,5
369_chr4,5
36_chr1,5
36_chr11,5
36_chr17,5
36_chr2,5
36_chr3,5
36_chr4,5
371_chr1,6
371_chr11,6
371_chr17,6
371_chr2,6
371_chr3,6
371_chr4,6
373_chr1,4
373_chr11,4
373_chr17,4
373_chr2,4
373_chr3,4
373_chr4,4
375_chr1,6
375_chr17,6
375_chr2,6
375_chr3,6
375_chr4,6
376_chr1,6
376_chr11,6
