"l","u","id"
0.105884403456002,2.00174994126428,170
2.13860418298282,Inf,171
1.72014661889989,Inf,172
1.04487653763499,Inf,173
3.58557819388807,Inf,174
1.51866526110098,Inf,175
2.23217453924008,Inf,176
1.84776035370305,Inf,177
3.09797581459861,Inf,178
1.99049430666491,Inf,179
2.71944817330223,Inf,180
1.37963218614459,Inf,181
1.49955480766948,Inf,182
0.939671754604205,Inf,183
2.16435404960066,Inf,184
0.326416831812821,2.65704700665083,185
0,1.303641332197,186
1.73817659902852,Inf,187
2.12207835924346,4.31300348136574,188
3.23034728644416,Inf,189
0.353603687835857,2.28915138170123,190
1.21453869680408,Inf,191
2.0528389228275,3.03366071195342,192
0,1.99017743812874,193
2.01932839176152,Inf,194
0,2.11621879891027,195
0,1.53442150214687,196
2.57915178954136,Inf,197
0,1.37324614741374,198
1.9697037502192,4.24802915891632,199
0.619320408441126,2.96525141806342,200
2.38914657384157,3.09358518512454,201
0.798964748973958,Inf,202
2.19974050472956,Inf,203
1.44521902489942,Inf,204
0,2.0810612855712,205
1.51857771212235,Inf,206
3.02643772098236,Inf,207
1.52031824691221,2.08045137405861,208
0,1.8990478530759,209
3.94220309332013,Inf,210
0.784049009089358,Inf,211
1.66861683770549,3.04936012544204,212
0,1.8315771635389,213
2.3819067212753,Inf,214
2.50908389745746,Inf,215
0.733359135338105,1.4369064726634,216
2.02536573575344,Inf,217
0.451557187479921,2.36324166995473,218
2.1685646037804,3.91911528189667,219
1.61671503446996,3.15011983620934,220
0.778217933839187,1.64055251865648,221
0.498991089989431,Inf,222
2.03175834554713,4.22023629711475,223
3.2466672261944,Inf,224
3.12403132091276,Inf,225
2.31358514283784,Inf,226
0.683109534438699,Inf,227
0,1.01364696864039,228
0,2.07526174897794,229
2.46748635196127,Inf,230
3.46174595702905,Inf,231
0,1.79907761747018,232
0.807617159443907,Inf,233
1.64595500275027,Inf,234
2.82820992229972,Inf,235
0.641244340222329,2.81569458718877,236
3.05590194417164,Inf,237
1.51872312417254,2.75897976302076,238
3.20590890187304,Inf,239
1.97689766297117,3.16449165402446,240
3.23902246076614,Inf,241
0.955131256487221,Inf,242
0,2.39066828216892,243
1.90850103681441,Inf,244
2.13906042918097,Inf,245
0,1.71420545666479,246
0.781019455753267,2.36790295690298,247
0.329844018560834,2.0712843677029,248
2.48685121827293,4.57270481332671,249
1.84825962409377,Inf,250
0.412172320648097,2.34178075101227,251
0.714291831245646,Inf,252
0.716626436915249,Inf,253
0,2.13967252115253,254
2.97777749830857,Inf,255
2.63833926932421,Inf,256
0,1.80900969484355,257
3.69760057365056,Inf,258
1.89462400856428,2.97442111303098,259
2.87589785235468,Inf,260
2.09881012444384,Inf,261
1.22808728250675,3.55454208853189,262
0,1.58021639625076,263
2.93276139302179,Inf,264
1.1936480255099,Inf,265
2.05984021828044,Inf,266
0,1.42164110497106,267
0,2.33982300269417,268
1.00991722370964,3.30446657317225,269
1.74370454333257,Inf,270
1.60666298063006,Inf,271
1.47505482542329,Inf,272
2.40380671049934,3.32308370620012,273
2.25489602715243,Inf,274
0.287744762608781,1.44639832433313,275
0.702266698353924,Inf,276
0.56967839715071,2.39306643255986,277
1.12451780296396,3.16710477694869,278
0.507164730806835,2.73573913669679,279
1.41455289558508,Inf,280
1.15159651904833,Inf,281
0.618532638181932,2.94142912956886,282
2.41813657048624,Inf,283
0,0.81208047864493,284
0.531261214055121,Inf,285
0,1.93064262741245,286
0.67377595056314,2.39852144266479,287
4.18355122441426,Inf,288
1.43047498073429,Inf,289
2.21102379844524,Inf,290
0.584904961287975,2.04414490552153,291
1.67708595399745,3.97249816916883,292
0,1.12742952420376,293
0,2.1550904418109,294
1.55538658436853,Inf,295
1.24882198404521,2.79606556054205,296
3.02673491823953,Inf,297
0,2.00583335536066,298
2.40156602812931,4.74692853225861,299
0.935238626552746,Inf,300
0.834110521827824,Inf,301
2.03793655382469,Inf,302
0.538095682859421,Inf,303
0.952372929896228,1.76675216120202,304
3.53846656274982,Inf,305
3.42051278392319,Inf,306
2.78737589600496,Inf,307
2.22165716055315,Inf,308
0,2.14793289196678,309
0,1.99182194832247,310
1.3591910287505,Inf,311
2.23842915089335,4.31499117752537,312
3.86140922259074,Inf,313
0,2.31883343833033,314
1.53276070312131,2.87956021667924,315
1.58342760405503,2.3697645124048,316
2.02581507270224,3.96673383074813,317
0.248518228763714,1.62993174861185,318
1.01070726581383,3.46975293243304,319
1.94315207190812,3.84761543013155,320
1.08690414228477,2.79786464467179,321
3.42941478535067,Inf,322
1.92599984700792,3.93182293162681,323
0.65015978179872,1.78934510215186,324
2.52958261291496,Inf,325
0.473362723714672,1.57588775153272,326
0,1.324240109534,327
0,2.17176227364689,328
2.96880661160685,Inf,329
2.89124992792495,Inf,330
1.34866107895505,Inf,331
0.323544757557102,2.37774086766876,332
2.3320048552705,Inf,333
1.71375627454836,Inf,334
0,2.47973425663076,335
3.75370124995243,Inf,336
2.69664065621328,Inf,337
1.66789240378421,Inf,338
1.18660384614486,Inf,339
0.336733106523752,2.52131343702786,340
1.19809661642648,1.85807302827016,341
0,2.24838074005675,342
2.89776382036507,Inf,343
1.81842056277674,2.06874136871193,344
0,2.28050855977926,345
0,1.78028410882689,346
2.46196474588942,4.8948177380953,347
2.42895570292603,Inf,348
1.58847121638246,2.72590524225961,349
2.72141131514218,Inf,350
0.921644804766402,2.32531289337203,351
1.87183667847421,Inf,352
1.76672865753062,4.03288570698351,353
4.57236535381526,Inf,354
2.78559364203829,Inf,355
0.935145075782202,Inf,356
0,2.23545413871761,357
0,1.66797448182479,358
1.52152195863891,3.34396703576203,359
4.58311306254473,Inf,360
0,1.85305999533739,361
2.19720530498307,Inf,362
0.664558278513141,1.57464227813762,363
0,2.27642319106963,364
0.887629188364372,1.77993049379438,365
0,0.776664428994991,366
4.18656423862558,Inf,367
0,2.38367490528617,368
1.38764749397524,2.21952508669347,369
0.369575244258158,1.12226183351595,370
1.03282254887745,Inf,371
1.23894542921335,Inf,372
0,1.44082991348114,373
2.85604520118795,Inf,374
0,2.37751122564077,375
0,1.76987173326779,376
0,1.20838382979855,377
2.29768219345715,Inf,378
0.756222004420124,0.943416185327806,379
2.88861700566486,Inf,380
0.594464451423846,2.70968838594854,381
0.169499316252768,2.35589627933223,382
0,1.27573286998086,383
2.9949478583876,Inf,384
1.03489546163473,3.40963345079217,385
1.9011467997916,2.65072415699251,386
0.271502821706235,2.20283014234155,387
1.93697416281793,Inf,388
1.79131712939125,4.00080958672334,389
1.95869821007363,4.16249892150518,390
3.53767671214882,Inf,391
0,1.81435946084093,392
1.8961867725011,Inf,393
0,1.94063718488906,394
0,1.88890783581883,395
0,2.40116200060584,396
2.37800885806791,Inf,397
1.31547060387675,2.90218202862889,398
0,2.25929512875155,399
2.71160262462217,Inf,400
1.32195894024335,3.79108616965823,401
0.748401639866643,Inf,402
0,2.01506882323883,403
0.824593800934963,2.09236716444138,404
0.957232462242246,Inf,405
0.480729097616859,Inf,406
0,1.45140654465649,407
0.99479379830882,3.10732136073057,408
3.75663329963572,Inf,409
0,2.34199162223376,410
0,2.15704431175254,411
1.74008223693818,3.8082282745745,412
1.68610346969217,3.03575753117912,413
1.33953824697528,1.9309621193679,414
0,1.89107817888726,415
1.0409882926615,Inf,416
1.68545963126235,Inf,417
2.13941236666869,Inf,418
0,2.11084368871525,419
2.40487910981756,Inf,420
3.04503475083038,Inf,421
0.730648046010174,2.40027508523781,422
2.91644109762274,Inf,423
0,1.7302656522952,424
2.44467542099301,Inf,425
1.26474545744713,Inf,426
0,2.02466916816775,427
0.427244183956645,Inf,428
0.898097780882381,1.80248339194804,429
1.95454051136039,3.35878775455058,430
4.32476812333334,Inf,431
1.3256571959937,2.59145955962595,432
0,1.04474301682785,433
0.304833462578245,2.74374921282288,434
1.65886753355153,Inf,435
0,1.75647690077312,436
1.42332310031634,Inf,437
0,2.47568708087783,438
1.54886674659792,Inf,439
0.0900897278916091,Inf,440
1.71401831612457,Inf,441
0,2.27686512924265,442
4.31197779078502,Inf,443
0.339856784557924,2.41713221301325,444
1.725085991784,2.10496186686214,445
0,1.21466018434148,446
0,1.48967754212208,447
3.79670922586229,Inf,448
1.98518947931007,Inf,449
0,0.75664171599783,450
1.40082948724739,3.74912699218839,451
1.04482243768871,Inf,452
1.66606247541495,3.26637169870082,453
0.940692279255018,Inf,454
0,2.191168947611,455
0,2.37796729430556,456
2.44352544774301,Inf,457
0,1.45577610237524,458
0.519494596519507,2.66185095650144,459
2.18497884983663,Inf,460
3.15424763772171,Inf,461
2.23937944101635,Inf,462
1.079121955554,2.51765481429175,463
1.31936470686924,Inf,464
1.30928183381911,3.48271737806499,465
0.11240296647884,2.21820677514188,466
1.55991232721135,3.37996945250779,467
0,2.04741691239178,468
1.76429721352179,3.97136239160318,469
1.62424317037221,3.21306886442471,470
0.363693723338656,Inf,471
0,2.37248450110201,472
1.73570473620202,Inf,473
1.20821914984845,Inf,474
1.94078252010513,Inf,475
0.805062737199478,Inf,476
2.31276988459285,4.21576102497056,477
1.00132037710864,3.45760327065364,478
2.14219857589342,Inf,479
2.63011194765568,Inf,480
2.38900496042334,Inf,481
1.02240155334584,1.9241345586488,482
1.74304910702631,Inf,483
0,2.44339000491891,484
1.92618013708852,Inf,485
1.40235676662996,Inf,486
3.05101263860706,Inf,487
1.16032684280071,2.5624423607951,488
2.35340263287071,4.17000006069429,489
1.33027675852645,Inf,490
0,1.65597819664981,491
1.71396820340306,Inf,492
1.5714297053637,2.88677760923747,493
0,2.02656623208895,494
1.1597658257233,Inf,495
0,1.63980167766567,496
1.3115723762894,2.20598397485446,497
1.77122627443168,Inf,498
1.5493658016203,Inf,499
2.92386353830807,Inf,500
2.06966493395157,4.02040815271903,501
0.924702954362147,Inf,502
0,2.33820053457748,503
0.227602362283505,Inf,504
0.982752433046699,Inf,505
2.67863502376713,Inf,506
1.66784517641645,1.80038281425368,507
2.22316353349015,4.09533544210717,508
0.773683644365519,Inf,509
0,0.933924753335305,510
0,1.47277644195128,511
0,1.5988140105037,512
0,1.99311038246378,513
0.354056366486475,1.51712577440776,514
0,1.92666405229829,515
4.06140207662247,Inf,516
0,2.23289345100056,517
0,2.21429137105588,518
1.81041367584839,3.15343834459782,519
2.00914303422906,Inf,520
0,1.09561537683476,521
1.59629631903954,2.54695334238932,522
1.59312095609494,Inf,523
1.48725984909106,3.30826992169023,524
0.21577498933766,1.34384186123498,525
0.623941099038348,2.31697502080351,526
1.23584341316018,3.69151362334378,527
2.65480687376112,Inf,528
2.85950400866568,Inf,529
0,2.31137491180561,530
0,2.25099875184242,531
0.820886893197894,2.49531635257881,532
0.65193998045288,1.94883614545688,533
2.08945123013109,Inf,534
2.0070615404984,Inf,535
0,1.21239894477185,536
2.63827979855705,Inf,537
0,2.19145826005843,538
1.61902542924508,Inf,539
2.9793022380909,Inf,540
2.012863442651,Inf,541
2.68740274710581,Inf,542
1.55081850825809,Inf,543
0,2.04183643858414,544
2.61296287178993,Inf,545
3.88428566860966,Inf,546
0,2.14688917971216,547
0,2.16405507118907,548
0,1.81113450962584,549
0.461497158976272,Inf,550
3.36886239936575,Inf,551
2.62538735347334,Inf,552
1.0969023546204,Inf,553
0,2.35495030647144,554
2.18324290355667,Inf,555
1.83650580933318,Inf,556
0,2.32975833700038,557
0.9280454198597,1.75016607157886,558
0.319363903836347,Inf,559
2.90454948379193,Inf,560
2.00211043527815,3.67038387863431,561
0.887795035378076,Inf,562
0,1.20755860349163,563
3.01567325426731,Inf,564
2.20098083897028,3.20765689248219,565
4.33604364166968,Inf,566
1.0947974876035,Inf,567
3.91782591177616,Inf,568
0.977992964908481,Inf,569
3.43489355058409,Inf,570
0,1.92930020857602,571
0.56044940429274,2.08897594362497,572
3.22055623517372,Inf,573
0,2.46805234288331,574
2.42263611289673,Inf,575
0.960691511863843,Inf,576
1.42725181940477,Inf,577
3.40509547386318,Inf,578
0,1.51977967761923,579
2.03714048548136,2.33935103809927,580
2.45756783813704,Inf,581
2.43008342687972,Inf,582
2.64854358742014,Inf,583
2.04297987918835,Inf,584
1.75804897618946,Inf,585
2.52028626564424,Inf,586
0.59054535580799,Inf,587
1.30538083962165,Inf,588
0,1.96842902281787,589
0,2.1419522666838,590
2.98167231725529,Inf,591
1.09043217264116,Inf,592
2.49368746881373,Inf,593
1.81931748520583,Inf,594
1.2258589384146,Inf,595
1.75701496656984,2.76233216922265,596
0,2.33943782397546,597
0,2.45589745347388,598
1.98784368752968,4.20488737348933,599
0.769123483332805,2.8476491838228,600
3.51302749128081,Inf,601
0,1.83362405106891,602
2.96078536077403,Inf,603
3.00035874475725,Inf,604
1.44286520080641,2.99034291412681,605
0.0997778493911028,2.32396951236296,606
0.705776821123436,3.07118362106849,607
0,2.35008386138361,608
2.48507461394183,Inf,609
0,1.23436055146158,610
2.25559207901824,Inf,611
1.91555996134412,Inf,612
0,1.07896769244689,613
1.20880406058859,Inf,614
2.82045528641902,Inf,615
0.198668809025548,1.95740705879871,616
0,1.52527377358638,617
1.16646257287357,Inf,618
0,2.35005352937151,619
3.14531620475464,Inf,620
1.72607113374397,Inf,621
0,1.99837659951299,622
0.973423831746913,Inf,623
0.703536932123825,Inf,624
1.79629761900287,Inf,625
1.03604907460976,3.33512368320953,626
2.00012192537542,Inf,627
0.774917931994423,Inf,628
1.01859323971439,3.26031157688703,629
2.35915459634271,Inf,630
0.467148858006112,0.849653147161007,631
0,2.24297816865146,632
0.0645530101610348,2.31150439183693,633
0,1.4760452543851,634
0,1.01374312129337,635
1.59657117619645,Inf,636
1.97382529382594,Inf,637
1.30234936892521,1.8214419047581,638
1.16197374358308,3.59738424886018,639
2.85580241295975,Inf,640
0.626221711863764,2.58676022582222,641
0.965306820580736,Inf,642
2.91958541667555,Inf,643
3.17636764433701,Inf,644
0.866812312742695,Inf,645
1.02603179693688,3.28248954203445,646
2.27783221693244,4.06941409397405,647
1.34168617427349,3.48561438673642,648
0.873562743654475,3.02068358345423,649
0.0217436824459583,1.38830472598784,650
2.59388486098032,Inf,651
0.125133488909341,2.3337072430877,652
3.26430727902334,Inf,653
0,1.90906230884138,654
1.92151655151974,2.73662507359404,655
0,2.44935338618234,656
1.44429350853898,Inf,657
3.27024953090586,Inf,658
2.39728784537874,Inf,659
3.57111473567784,Inf,660
1.66044807352591,2.6020146778319,661
1.89327456988394,Inf,662
3.38290544517804,Inf,663
1.261373833986,3.48349989100825,664
2.41496445902158,4.35616134898737,665
1.72628153930418,Inf,666
0,2.26211228291504,667
3.38451773044653,Inf,668
1.12972225470003,Inf,669
2.91169827163685,Inf,670
0,2.07639244443271,671
1.36846667272039,Inf,672
0,1.35240664356388,673
0,1.72352981462609,674
3.1433776760241,Inf,675
0.954623760771938,2.40340937511064,676
0.517054736847058,2.43662526656408,677
1.76601719867904,Inf,678
1.35190150176641,2.46583017113153,679
0,2.04840748396236,680
2.29002896754537,Inf,681
0,2.40018966316711,682
1.03766856482252,2.37520657479763,683
0,2.1830174914794,684
0.578202758915722,2.55933869921137,685
3.34204585757107,Inf,686
0,1.19982066506054,687
1.57038829755038,Inf,688
2.94142497761641,Inf,689
0,2.01749734813347,690
0,1.70929385349154,691
1.83992170088459,3.71154095453676,692
0,2.35195182496682,693
0,1.99321962601971,694
3.5629837110173,Inf,695
1.39001253119204,Inf,696
0.358137564035133,2.25177533051465,697
0.969604420242831,Inf,698
3.72998368868139,Inf,699
0.782632262562402,2.36901310854591,700
0.864726380677894,2.9749876644928,701
1.78916602686513,Inf,702
1.59128629078623,4.00047602655832,703
2.03318830637727,Inf,704
0,2.48316182405688,705
0.799492658115923,2.20712095091585,706
0,1.81409038195852,707
1.72734846593812,3.40821125544608,708
3.46912327688187,Inf,709
0,1.99128258449491,710
0.916405082098208,2.73462624812964,711
1.76547227427363,Inf,712
0.323538515949622,Inf,713
0.573187645641156,1.32817625126336,714
0,0.695918225683272,715
0,1.65964352490846,716
0,2.3187288781628,717
2.0669609028846,Inf,718
0.997103176196106,Inf,719
2.05696793622337,Inf,720
1.68911279295571,Inf,721
1.78839189058635,4.17903007008135,722
2.50698371557519,Inf,723
1.96210432681255,2.9375248629367,724
0.574525785050355,Inf,725
0,0.933526016306132,726
0.551313442410901,2.65575605037156,727
2.84654168412089,Inf,728
1.51551574410405,Inf,729
0.677091989200562,Inf,730
0,2.47570249252021,731
1.07571723754518,Inf,732
2.38912708475254,Inf,733
0,2.30355519102886,734
0.0279753661016002,1.57164076517802,735
0.178659146185964,Inf,736
3.8043872313574,Inf,737
0,1.5715836774325,738
1.89914533519186,Inf,739
3.09430911613163,Inf,740
0.614039473584853,1.32497688231524,741
0,1.08318087179214,742
1.46266867930535,Inf,743
0.83152076927945,2.38429407589138,744
0,2.3566794389626,745
0,1.47033157641999,746
0,1.7916142946342,747
0,2.03581972396933,748
2.35527557961177,Inf,749
3.65463654510677,Inf,750
0,0.640697503113188,751
0,0.60852687980514,752
1.48519735666923,2.68224757921416,753
3.04115805076435,Inf,754
0,1.54460062913131,755
0.228996609803289,1.84119460172951,756
0.995670767733827,Inf,757
1.96309714112431,4.05902676458936,758
1.25270359567367,Inf,759
1.87971351027954,3.25151270197239,760
1.34139744681306,1.86678409751039,761
1.88352098572068,Inf,762
0,1.82278569089249,763
1.83875830669422,Inf,764
2.36936292843893,Inf,765
0.962279697996564,2.88721244549379,766
0,2.01914142875466,767
0.94078641210217,Inf,768
2.10672005196102,3.40424557565711,769
0,1.36442261049524,770
0.11261994310189,2.35877495957538,771
0,1.37595173553564,772
2.58468235086184,Inf,773
2.32671463803854,3.38574308902025,774
1.45688333257567,2.92993730632588,775
0.654056004714221,2.73652306175791,776
1.35324499569833,Inf,777
1.1820681032259,Inf,778
0,2.45033123181202,779
3.17500209377613,Inf,780
1.21244920475874,3.50272438139655,781
0.86954880040139,Inf,782
0.526857358054258,1.01206047460437,783
3.08992026664782,Inf,784
1.91566970082931,3.97276573523413,785
0,1.01028982840944,786
1.04727111873217,3.11758174328133,787
1.36851188086439,3.30500358424615,788
0.978331022779457,Inf,789
0.0872465100837871,Inf,790
1.84259482601192,Inf,791
2.63664727506693,Inf,792
1.13104796793777,1.55347767053172,793
1.0797868546797,Inf,794
2.5992353411857,Inf,795
0,2.02597644994967,796
0.925781927071512,2.34434742596932,797
0,0.619159030611627,798
0,0.510143660358153,799
0,1.82457991642877,800
0.938377436250448,Inf,801
0.663974118651822,1.51422032271512,802
1.47081274422817,Inf,803
1.65382467966992,4.03040495119058,804
0,2.24768711312208,805
0,1.46505118755158,806
1.588709243224,3.03535517887212,807
1.92644669557922,Inf,808
2.5008566660108,Inf,809
1.1419884179486,Inf,810
0,0.877901541534811,811
2.40285611886065,3.92906356835738,812
1.76712678046897,Inf,813
0,2.23642768512946,814
0.562582593411207,Inf,815
2.38217245496344,Inf,816
2.75905100337695,Inf,817
0,2.49282675795257,818
0,2.24293077539187,819
0.299032483599149,1.48527582525276,820
0.620687924092636,1.33950354531407,821
2.4470798636321,Inf,822
2.10239013365936,Inf,823
0.428245413349941,2.49939573870506,824
0.690324565512128,2.32491152535658,825
3.00141799554694,Inf,826
0,2.43599011329934,827
0.952979408903047,Inf,828
0,1.97211366088595,829
2.34157793805934,Inf,830
1.46724969556089,2.25248711940367,831
2.60173811984714,Inf,832
0.180471226922236,2.13844407757279,833
0,2.48045260086656,834
3.51848416379653,Inf,835
1.91811387659982,3.41921660408843,836
2.02928406128194,Inf,837
3.27344857912976,Inf,838
0,2.38113247789443,839
0,1.67653269309085,840
1.45128105010372,Inf,841
0,2.02262192498893,842
1.72068599669728,Inf,843
1.23229826625902,2.19132798258215,844
0,2.11667457653675,845
1.12065667635761,Inf,846
3.11173356953077,Inf,847
0.942426592228003,Inf,848
0.34566157090012,2.63819196959957,849
2.80577093944885,Inf,850
0,2.38540097605437,851
2.48006471141707,Inf,852
0.480761674698442,2.05977113626432,853
0,1.95207684650086,854
2.9094203322893,Inf,855
1.72176013817079,3.23838511889335,856
0.87755489628762,2.01796732260846,857
0,1.41064088966232,858
0.914465743117034,1.94514180126134,859
0,2.06402114708908,860
2.12628928886261,Inf,861
2.53368058067281,Inf,862
0,1.6416572232265,863
2.54080379381776,Inf,864
2.38669829035643,3.17203884595074,865
2.90192979562562,Inf,866
0,2.48599395621568,867
0,0.517171219107695,868
0.572606534115039,Inf,869
0,2.31759726477321,870
1.33211246225983,3.23479218874127,871
2.27493243000936,Inf,872
0.966695319511928,Inf,873
0.128711041179486,1.57113819383085,874
0,2.49810513632838,875
2.35149577260017,Inf,876
0,1.67771747859661,877
0.447473900276236,Inf,878
2.52978010394145,Inf,879
0.672410878469236,Inf,880
1.48038126702886,Inf,881
1.71071757504251,2.75299043860286,882
1.71244700497482,4.14450301032048,883
0,2.29436630266719,884
3.30599150736816,Inf,885
3.06388648925349,Inf,886
1.02856248384342,Inf,887
1.07208482164424,Inf,888
0,1.06864249799401,889
1.2471838487545,2.66458180733025,890
1.14552349667065,2.92165859602392,891
1.43811877816916,Inf,892
1.74457321641967,3.80029208376072,893
0,1.59010018105619,894
0.303779542446136,1.99862886511255,895
1.32155155995861,2.73907495604362,896
1.21955893700942,Inf,897
2.07441261445638,Inf,898
0.0705692585324869,1.86810840212274,899
0,1.57261558575556,900
0.748503774520941,1.88570609840099,901
0,2.24232909153216,902
3.440548555227,Inf,903
3.14283412124496,Inf,904
3.27177223050967,Inf,905
0,2.13935478939675,906
1.82335259451065,Inf,907
0,1.69503897195682,908
0,1.42562236578669,909
1.4052775898017,3.8270406058291,910
2.3407062550541,Inf,911
0,2.10551057651173,912
1.07317664893344,Inf,913
2.06788398965728,Inf,914
3.832737543853,Inf,915
2.91665308759548,Inf,916
2.72157184721436,Inf,917
2.44230912765488,4.7833344724495,918
0.386990266270004,1.99406258296221,919
3.7959312426392,Inf,920
1.03262921446003,2.68560287193395,921
2.75434140581638,Inf,922
1.74564952088986,Inf,923
0.711992050055414,2.67173643922433,924
0,2.47478931036312,925
1.63738710747566,Inf,926
0.992925857426599,1.74992327985819,927
0.55130438238848,3.01233548321761,928
2.57041067874525,Inf,929
1.40215793915559,Inf,930
3.80535752221476,Inf,931
0,1.33657398284413,932
2.0432542427443,Inf,933
1.9593357044505,Inf,934
0.833702224190347,Inf,935
3.10346857644618,Inf,936
1.5895909757819,2.35715336923022,937
1.08907194284257,1.78558110434096,938
0,1.33889123389963,939
1.12081710947677,3.43285233597271,940
2.00263955164701,Inf,941
1.71091862546746,3.31563316402026,942
3.70231775508728,Inf,943
0,1.9751683116192,944
0,1.50842305680271,945
2.11024397052824,Inf,946
3.46993744256906,Inf,947
2.57229393522721,Inf,948
0.139073637546971,1.71045934432186,949
0.254597461316735,Inf,950
3.40334023174364,Inf,951
1.84333513083402,4.18526680499781,952
2.24828705482651,Inf,953
3.54914494266268,Inf,954
0,2.47438343532849,955
