"predict","y.lower","y.upper"
45027.8894778723,6873.02593457699,359660.644216956
18727.9871976001,75806.0554457308,690056.750217019
8532.57934634728,4837.60003098844,96239.3788090623
23053.2581898715,1220.96794989705,5404.25624006987
32862.9100915461,4395.17271599172,135506.560049102
3473.68126694391,1382.66663051397,61675.6944976495
4922.33761058656,49642.9533025759,174384.501282265
49270.2497476301,59039.2113179841,603488.982853613
7295.39133421781,1589.40179476887,8562.60159935057
60228.4821212779,1520.2681516409,4103.51191484927
29379.5197771303,4283.82607021928,128390.170967277
3095.0065231532,2775.47746834905,64954.1884022424
11868.8521343118,30818.1115286362,265388.754549881
40256.657880186,106597.027972874,918375.593952264
17270.1412719314,1788.78973326088,9867.64118468759
70664.0774493965,1171.37000399828,6642.05936205389
67809.2174015953,6643.03160423038,317488.032885843
3943.10774175747,3367.1448943317,135100.220388081
11429.3051245708,48687.2083290811,277020.390384203
21578.3463164852,30397.9600909934,565248.779845366
4206.02932343584,1511.48233212531,33216.6503672081
25193.8733332921,947.571116358044,3705.09777614475
14769.4938936691,9435.79619462047,50050.3057473615
3371.45166265093,2951.12198349833,45263.3634771694
6162.39708482621,24841.1147180187,143269.60387954
