sequenceID,fold
160_chr1,6
160_chr11,6
160_chr17,6
160_chr2,6
160_chr3,6
160_chr4,6
161_chr1,2
161_chr17,2
161_chr2,2
161_chr3,2
161_chr4,2
162_chr1,1
162_chr11,1
162_chr17,1
162_chr19,1
162_chr2,1
162_chr22,1
162_chr3,1
162_chr4,1
162_chr5,1
162_chr7,1
162_chr8,1
163_chr1,2
163_chr11,2
163_chr17,2
163_chr2,2
163_chr3,2
163_chr4,2
164_chr1,2
164_chr11,2
164_chr17,2
164_chr2,2
164_chr3,2
164_chr4,2
165_chr1,3
165_chr11,3
165_chr17,3
165_chr2,3
165_chr3,3
165_chr4,3
166_chr1,2
166_chr11,2
166_chr17,2
166_chr2,2
166_chr3,2
166_chr4,2
167_chr1,3
167_chr11,3
167_chr17,3
167_chr2,3
167_chr3,3
167_chr4,3
168_chr1,1
168_chr11,1
168_chr17,1
168_chr2,1
168_chr3,1
168_chr4,1
169_chr1,4
169_chr11,4
169_chr17,4
169_chr2,4
169_chr3,4
169_chr4,4
16_chr1,4
16_chr11,4
16_chr17,4
16_chr2,4
16_chr3,4
16_chr4,4
170_chr1,3
170_chr11,3
170_chr17,3
170_chr2,3
170_chr3,3
170_chr4,3
171_chr1,2
171_chr11,2
171_chr17,2
171_chr2,2
171_chr3,2
171_chr4,2
172_chr1,3
172_chr11,3
172_chr17,3
172_chr2,3
172_chr3,3
172_chr4,3
173_chr1,6
173_chr11,6
173_chr15,6
173_chr16,6
173_chr17,6
173_chr19,6
173_chr2,6
173_chr3,6
173_chr4,6
173_chr8,6
173_chr9,6
175_chr1,2
175_chr11,2
175_chr17,2
175_chr2,2
175_chr3,2
175_chr4,2
176_chr1,1
176_chr11,1
176_chr17,1
176_chr2,1
176_chr3,1
176_chr4,1
177_chr1,1
177_chr11,1
177_chr17,1
177_chr2,1
177_chr3,1
177_chr4,1
178_chr1,6
178_chr11,6
178_chr17,6
178_chr2,6
178_chr3,6
178_chr4,6
17_chr1,3
17_chr11,3
17_chr14,3
17_chr17,3
17_chr2,3
17_chr3,3
17_chr4,3
180_chr1,4
180_chr11,4
180_chr17,4
180_chr2,4
180_chr3,4
180_chr4,4
181_chr11,4
181_chr17,4
181_chr2,4
181_chr3,4
181_chr4,4
182_chr1,5
182_chr11,5
182_chr17,5
182_chr2,5
182_chr3,5
183_chr1,4
183_chr11,4
183_chr17,4
183_chr2,4
183_chr3,4
183_chr4,4
184_chr1,1
184_chr11,1
184_chr17,1
184_chr2,1
184_chr3,1
184_chr4,1
185_chr1,5
185_chr11,5
185_chr17,5
185_chr2,5
185_chr3,5
185_chr4,5
186_chr1,5
186_chr11,5
186_chr17,5
186_chr2,5
186_chr3,5
186_chr4,5
187_chr1,1
187_chr11,1
187_chr17,1
187_chr2,1
187_chr3,1
187_chr4,1
188_chr1,5
188_chr11,5
188_chr2,5
188_chr3,5
188_chr4,5
188_chr6,5
188_chr9,5
189_chr1,6
189_chr11,6
189_chr15,6
189_chr17,6
189_chr18,6
189_chr2,6
189_chr20,6
189_chr3,6
189_chr4,6
189_chr5,6
189_chr7,6
189_chr9,6
189_chrX,6
18_chr1,4
18_chr10,4
18_chr11,4
18_chr17,4
18_chr2,4
18_chr20,4
18_chr3,4
18_chr4,4
18_chr6,4
18_chr7,4
18_chr9,4
18_chrX,4
190_chr1,1
190_chr11,1
190_chr17,1
190_chr2,1
190_chr3,1
190_chr4,1
191_chr1,5
191_chr11,5
191_chr17,5
191_chr2,5
191_chr3,5
191_chr4,5
192_chr1,6
192_chr11,6
192_chr17,6
192_chr2,6
192_chr3,6
192_chr4,6
193_chr1,5
193_chr11,5
193_chr17,5
193_chr2,5
193_chr3,5
193_chr4,5
194_chr1,6
194_chr11,6
194_chr17,6
194_chr2,6
194_chr3,6
194_chr4,6
195_chr1,5
195_chr11,5
195_chr17,5
195_chr2,5
195_chr3,5
195_chr4,5
196_chr1,6
196_chr10,6
196_chr11,6
196_chr14,6
196_chr17,6
196_chr19,6
196_chr2,6
196_chr3,6
196_chr4,6
196_chr9,6
197_chr1,4
197_chr11,4
197_chr17,4
197_chr2,4
197_chr3,4
197_chr4,4
198_chr1,6
198_chr11,6
198_chr17,6
198_chr2,6
198_chr3,6
198_chr4,6
199_chr1,2
199_chr11,2
199_chr17,2
199_chr2,2
199_chr3,2
199_chr4,2
19_chr1,6
19_chr11,6
19_chr17,6
19_chr2,6
19_chr3,6
19_chr4,6
1_chr1,1
1_chr11,1
1_chr15,1
1_chr17,1
1_chr19,1
1_chr2,1
1_chr3,1
1_chr4,1
1_chr6,1
1_chr7,1
1_chr9,1
1_chrX,1
200_chr1,2
200_chr11,2
200_chr17,2
200_chr2,2
200_chr3,2
200_chr4,2
201_chr1,2
201_chr11,2
201_chr17,2
201_chr2,2
201_chr3,2
201_chr4,2
202_chr1,5
202_chr11,5
202_chr17,5
202_chr2,5
202_chr3,5
202_chr4,5
203_chr1,5
203_chr11,5
203_chr17,5
203_chr2,5
203_chr3,5
203_chr4,5
204_chr1,5
204_chr11,5
204_chr17,5
204_chr2,5
204_chr3,5
204_chr4,5
205_chr1,5
205_chr11,5
205_chr17,5
205_chr2,5
205_chr3,5
205_chr4,5
206_chr1,4
206_chr11,4
206_chr17,4
206_chr2,4
206_chr3,4
206_chr4,4
207_chr1,5
207_chr10,5
207_chr11,5
207_chr12,5
207_chr15,5
207_chr17,5
207_chr18,5
207_chr19,5
207_chr2,5
207_chr21,5
207_chr22,5
207_chr3,5
207_chr4,5
207_chr5,5
208_chr1,4
208_chr11,4
208_chr17,4
208_chr2,4
208_chr3,4
208_chr4,4
209_chr1,1
209_chr11,1
209_chr17,1
209_chr2,1
209_chr3,1
209_chr4,1
20_chr1,5
20_chr11,5
20_chr17,5
20_chr2,5
20_chr3,5
20_chr4,5
210_chr1,3
210_chr11,3
210_chr17,3
210_chr2,3
210_chr3,3
210_chr4,3
211_chr1,5
211_chr11,5
211_chr2,5
211_chr3,5
211_chr4,5
212_chr1,1
212_chr11,1
212_chr17,1
212_chr2,1
212_chr3,1
212_chr4,1
213_chr1,6
213_chr11,6
213_chr17,6
213_chr2,6
213_chr3,6
213_chr4,6
214_chr1,5
214_chr11,5
214_chr17,5
214_chr2,5
214_chr3,5
214_chr4,5
215_chr1,1
215_chr11,1
215_chr17,1
215_chr2,1
215_chr3,1
215_chr4,1
216_chr1,3
216_chr11,3
216_chr17,3
216_chr2,3
216_chr3,3
216_chr4,3
217_chr1,3
217_chr11,3
217_chr16,3
217_chr17,3
217_chr2,3
217_chr3,3
217_chr4,3
218_chr1,6
218_chr11,6
218_chr17,6
218_chr2,6
218_chr3,6
218_chr4,6
219_chr1,6
219_chr11,6
219_chr17,6
219_chr2,6
219_chr3,6
219_chr4,6
219_chr5,6
21_chr1,4
21_chr11,4
21_chr17,4
21_chr2,4
21_chr3,4
21_chr4,4
220_chr1,3
220_chr10,3
220_chr11,3
220_chr17,3
220_chr19,3
220_chr2,3
220_chr20,3
220_chr3,3
220_chr4,3
220_chr7,3
220_chr9,3
221_chr1,3
221_chr11,3
221_chr17,3
221_chr2,3
221_chr3,3
221_chr4,3
222_chr1,6
222_chr11,6
222_chr17,6
222_chr2,6
222_chr3,6
222_chr4,6
223_chr1,4
223_chr11,4
223_chr17,4
223_chr2,4
223_chr3,4
223_chr4,4
224_chr1,2
224_chr11,2
224_chr17,2
224_chr2,2
224_chr3,2
224_chr4,2
225_chr1,5
225_chr11,5
225_chr17,5
225_chr2,5
225_chr3,5
225_chr4,5
226_chr1,3
226_chr11,3
226_chr17,3
226_chr2,3
226_chr3,3
226_chr4,3
227_chr1,2
227_chr11,2
227_chr2,2
227_chr3,2
227_chr4,2
228_chr1,2
228_chr11,2
228_chr17,2
228_chr2,2
228_chr3,2
228_chr4,2
229_chr1,4
229_chr11,4
229_chr17,4
229_chr2,4
229_chr3,4
229_chr4,4
22_chr1,4
22_chr11,4
22_chr12,4
22_chr13,4
22_chr17,4
22_chr19,4
22_chr2,4
22_chr21,4
22_chr3,4
22_chr4,4
22_chr9,4
230_chr1,4
230_chr11,4
230_chr17,4
230_chr2,4
230_chr3,4
230_chr4,4
231_chr1,4
231_chr11,4
231_chr17,4
231_chr2,4
231_chr3,4
231_chr4,4
232_chr1,6
232_chr11,6
232_chr17,6
232_chr2,6
232_chr3,6
232_chr4,6
233_chr1,6
233_chr11,6
233_chr17,6
233_chr2,6
233_chr3,6
233_chr4,6
234_chr1,4
234_chr11,4
234_chr17,4
234_chr2,4
234_chr3,4
234_chr4,4
235_chr1,4
235_chr11,4
235_chr17,4
235_chr2,4
235_chr3,4
235_chr4,4
236_chr1,6
236_chr11,6
236_chr17,6
236_chr2,6
236_chr3,6
236_chr4,6
237_chr1,3
237_chr11,3
237_chr17,3
237_chr2,3
237_chr3,3
237_chr4,3
238_chr1,5
238_chr11,5
238_chr17,5
238_chr2,5
238_chr3,5
238_chr4,5
239_chr1,2
239_chr11,2
239_chr17,2
239_chr2,2
239_chr3,2
239_chr4,2
23_chr1,1
23_chr11,1
23_chr17,1
23_chr2,1
23_chr3,1
23_chr4,1
240_chr1,4
240_chr11,4
240_chr17,4
240_chr2,4
240_chr3,4
240_chr4,4
241_chr1,5
241_chr11,5
241_chr17,5
241_chr2,5
241_chr3,5
241_chr4,5
242_chr1,2
242_chr11,2
242_chr17,2
242_chr2,2
242_chr3,2
242_chr4,2
243_chr1,2
243_chr11,2
243_chr17,2
243_chr2,2
243_chr3,2
243_chr4,2
244_chr1,1
244_chr11,1
244_chr17,1
244_chr2,1
244_chr3,1
244_chr4,1
245_chr1,1
245_chr11,1
245_chr17,1
245_chr2,1
245_chr3,1
245_chr4,1
246_chr1,6
246_chr11,6
246_chr17,6
246_chr2,6
246_chr3,6
246_chr4,6
247_chr1,5
247_chr11,5
247_chr17,5
247_chr2,5
247_chr20,5
247_chr3,5
247_chr4,5
247_chr5,5
247_chrX,5
248_chr1,6
248_chr11,6
248_chr17,6
248_chr2,6
248_chr3,6
248_chr4,6
249_chr1,6
249_chr11,6
249_chr17,6
249_chr2,6
249_chr3,6
249_chr4,6
24_chr1,4
24_chr11,4
24_chr17,4
24_chr2,4
24_chr3,4
24_chr4,4
251_chr1,6
251_chr11,6
251_chr17,6
251_chr2,6
251_chr3,6
251_chr4,6
252_chr1,5
252_chr11,5
252_chr17,5
252_chr2,5
252_chr3,5
252_chr4,5
253_chr1,2
253_chr11,2
253_chr17,2
253_chr2,2
253_chr3,2
253_chr4,2
254_chr1,2
254_chr11,2
254_chr17,2
254_chr2,2
254_chr3,2
254_chr4,2
255_chr1,1
255_chr11,1
255_chr17,1
255_chr2,1
255_chr3,1
255_chr4,1
256_chr1,5
256_chr11,5
256_chr17,5
256_chr2,5
256_chr3,5
256_chr4,5
257_chr1,1
257_chr10,1
257_chr11,1
257_chr17,1
257_chr2,1
257_chr3,1
257_chr4,1
258_chr1,4
258_chr11,4
258_chr17,4
258_chr2,4
258_chr3,4
258_chr4,4
259_chr1,3
259_chr11,3
259_chr17,3
259_chr2,3
259_chr3,3
259_chr4,3
25_chr1,3
25_chr11,3
25_chr17,3
25_chr2,3
25_chr20,3
25_chr3,3
25_chr4,3
260_chr1,6
260_chr11,6
260_chr17,6
260_chr2,6
260_chr3,6
260_chr4,6
261_chr1,1
261_chr11,1
261_chr17,1
261_chr2,1
261_chr3,1
261_chr4,1
262_chr1,5
262_chr11,5
262_chr17,5
262_chr2,5
262_chr3,5
262_chr4,5
263_chr1,6
263_chr11,6
263_chr17,6
263_chr2,6
263_chr3,6
263_chr4,6
264_chr11,6
264_chr17,6
264_chr2,6
264_chr3,6
264_chr4,6
265_chr1,6
265_chr11,6
265_chr17,6
265_chr2,6
265_chr3,6
265_chr4,6
266_chr1,6
266_chr11,6
266_chr17,6
266_chr2,6
266_chr3,6
266_chr4,6
267_chr1,3
267_chr11,3
267_chr2,3
267_chr3,3
267_chr4,3
268_chr1,3
268_chr11,3
268_chr17,3
268_chr2,3
268_chr3,3
268_chr4,3
268_chr7,3
269_chr1,3
269_chr11,3
269_chr17,3
269_chr19,3
269_chr2,3
269_chr3,3
269_chr4,3
269_chr5,3
26_chr1,2
26_chr11,2
26_chr12,2
26_chr17,2
26_chr2,2
26_chr3,2
26_chr4,2
26_chr8,2
270_chr1,4
270_chr11,4
270_chr14,4
270_chr16,4
270_chr17,4
270_chr2,4
270_chr21,4
270_chr3,4
270_chr4,4
270_chr7,4
270_chrX,4
271_chr1,4
271_chr11,4
271_chr17,4
271_chr2,4
271_chr3,4
271_chr4,4
272_chr1,5
272_chr11,5
272_chr17,5
272_chr2,5
272_chr3,5
272_chr4,5
273_chr1,3
273_chr11,3
273_chr17,3
273_chr19,3
273_chr2,3
273_chr3,3
273_chr4,3
273_chr6,3
273_chr8,3
274_chr1,5
274_chr11,5
274_chr17,5
274_chr2,5
274_chr3,5
274_chr4,5
275_chr1,2
275_chr11,2
275_chr17,2
275_chr18,2
275_chr2,2
275_chr3,2
275_chr4,2
275_chr9,2
276_chr1,3
276_chr11,3
276_chr17,3
276_chr2,3
276_chr3,3
276_chr4,3
277_chr1,6
277_chr11,6
277_chr17,6
277_chr2,6
277_chr3,6
277_chr4,6
278_chr1,5
278_chr11,5
278_chr17,5
278_chr2,5
278_chr3,5
278_chr4,5
279_chr1,5
279_chr11,5
279_chr17,5
279_chr2,5
279_chr3,5
279_chr4,5
27_chr1,1
27_chr11,1
27_chr17,1
27_chr2,1
27_chr3,1
27_chr4,1
27_chr9,1
281_chr1,1
281_chr11,1
281_chr2,1
281_chr3,1
281_chr4,1
282_chr1,1
282_chr11,1
282_chr17,1
282_chr2,1
282_chr3,1
282_chr4,1
283_chr1,4
283_chr11,4
283_chr17,4
283_chr2,4
283_chr3,4
283_chr4,4
284_chr1,4
284_chr11,4
284_chr17,4
284_chr2,4
284_chr3,4
284_chr4,4
285_chr1,6
285_chr11,6
285_chr17,6
285_chr2,6
285_chr3,6
285_chr4,6
286_chr1,2
286_chr11,2
286_chr17,2
286_chr2,2
286_chr3,2
286_chr4,2
287_chr1,6
287_chr11,6
287_chr2,6
287_chr3,6
288_chr1,1
288_chr11,1
288_chr17,1
288_chr2,1
288_chr3,1
288_chr4,1
289_chr1,2
289_chr11,2
289_chr17,2
289_chr2,2
289_chr3,2
289_chr4,2
28_chr1,4
28_chr11,4
28_chr17,4
28_chr2,4
28_chr3,4
28_chr4,4
290_chr1,2
290_chr11,2
290_chr2,2
290_chr3,2
290_chr4,2
291_chr1,2
291_chr11,2
291_chr17,2
291_chr2,2
291_chr3,2
291_chr4,2
294_chr1,6
294_chr11,6
294_chr2,6
294_chr3,6
294_chr4,6
295_chr1,6
295_chr11,6
295_chr17,6
295_chr2,6
295_chr3,6
295_chr4,6
296_chr1,5
296_chr11,5
296_chr17,5
296_chr2,5
296_chr3,5
296_chr4,5
297_chr1,5
297_chr11,5
297_chr17,5
297_chr2,5
297_chr3,5
297_chr4,5
298_chr1,1
298_chr11,1
298_chr17,1
298_chr2,1
298_chr3,1
298_chr4,1
299_chr1,3
299_chr11,3
299_chr17,3
299_chr2,3
299_chr3,3
299_chr4,3
29_chr1,3
29_chr11,3
29_chr14,3
29_chr17,3
29_chr2,3
29_chr3,3
29_chr4,3
2_chr1,3
2_chr11,3
2_chr17,3
2_chr19,3
2_chr2,3
2_chr3,3
2_chr4,3
2_chrX,3
300_chr1,1
300_chr11,1
300_chr17,1
300_chr2,1
300_chr3,1
300_chr4,1
301_chr1,6
301_chr11,6
301_chr17,6
301_chr2,6
301_chr3,6
301_chr4,6
302_chr1,5
302_chr11,5
302_chr17,5
302_chr2,5
302_chr3,5
304_chr1,2
304_chr11,2
304_chr17,2
304_chr2,2
304_chr3,2
304_chr4,2
305_chr1,4
305_chr11,4
305_chr17,4
305_chr2,4
305_chr3,4
305_chr4,4
306_chr1,5
306_chr11,5
306_chr2,5
306_chr3,5
306_chr4,5
307_chr1,3
307_chr11,3
307_chr17,3
307_chr2,3
307_chr3,3
307_chr4,3
308_chr1,5
308_chr11,5
308_chr17,5
308_chr2,5
308_chr3,5
308_chr4,5
309_chr1,3
309_chr11,3
309_chr17,3
309_chr2,3
309_chr3,3
309_chr4,3
30_chr1,1
30_chr11,1
30_chr17,1
30_chr2,1
30_chr3,1
30_chr4,1
30_chr7,1
310_chr1,5
310_chr11,5
310_chr17,5
310_chr2,5
310_chr3,5
310_chr4,5
311_chr1,4
311_chr11,4
311_chr15,4
311_chr16,4
311_chr17,4
311_chr2,4
311_chr20,4
311_chr3,4
311_chr4,4
311_chr7,4
311_chr9,4
312_chr11,6
312_chr17,6
312_chr2,6
312_chr3,6
312_chr4,6
313_chr1,5
313_chr11,5
313_chr17,5
313_chr2,5
313_chr3,5
313_chr4,5
314_chr1,3
314_chr11,3
314_chr14,3
314_chr17,3
314_chr2,3
314_chr3,3
314_chr4,3
314_chr5,3
314_chr8,3
314_chr9,3
314_chrX,3
315_chr1,2
315_chr11,2
315_chr17,2
315_chr2,2
315_chr3,2
315_chr4,2
316_chr1,4
316_chr10,4
316_chr11,4
316_chr12,4
316_chr15,4
316_chr17,4
316_chr19,4
316_chr2,4
316_chr20,4
316_chr3,4
316_chr4,4
316_chr7,4
317_chr1,6
317_chr11,6
317_chr17,6
317_chr2,6
317_chr3,6
317_chr4,6
318_chr1,1
318_chr11,1
318_chr17,1
318_chr2,1
318_chr3,1
318_chr4,1
319_chr1,5
319_chr11,5
319_chr17,5
319_chr2,5
319_chr3,5
319_chr4,5
31_chr1,4
31_chr11,4
31_chr17,4
31_chr2,4
31_chr3,4
31_chr4,4
320_chr1,2
320_chr11,2
320_chr17,2
320_chr2,2
320_chr3,2
320_chr4,2
321_chr1,6
321_chr11,6
321_chr17,6
321_chr2,6
321_chr3,6
321_chr4,6
322_chr1,2
322_chr11,2
322_chr17,2
322_chr2,2
322_chr3,2
322_chr4,2
323_chr1,3
323_chr11,3
323_chr17,3
323_chr2,3
323_chr3,3
323_chr4,3
324_chr1,3
324_chr11,3
324_chr17,3
324_chr2,3
324_chr3,3
324_chr4,3
325_chr1,4
325_chr11,4
325_chr17,4
325_chr2,4
325_chr3,4
325_chr4,4
326_chr1,3
326_chr11,3
326_chr17,3
326_chr2,3
326_chr3,3
326_chr4,3
327_chr1,1
327_chr11,1
327_chr17,1
327_chr2,1
327_chr3,1
327_chr4,1
328_chr1,1
328_chr11,1
328_chr17,1
328_chr2,1
328_chr3,1
328_chr4,1
329_chr1,3
329_chr11,3
329_chr17,3
329_chr18,3
329_chr2,3
329_chr3,3
329_chr4,3
329_chr6,3
329_chr8,3
329_chr9,3
32_chr1,4
32_chr11,4
32_chr17,4
32_chr2,4
32_chr3,4
32_chr4,4
330_chr1,1
330_chr11,1
330_chr15,1
330_chr16,1
330_chr17,1
330_chr2,1
330_chr3,1
330_chr4,1
331_chr1,3
331_chr11,3
331_chr12,3
331_chr16,3
331_chr17,3
331_chr2,3
331_chr20,3
331_chr4,3
331_chr5,3
331_chr6,3
332_chr1,2
332_chr10,2
332_chr11,2
332_chr12,2
332_chr13,2
332_chr14,2
332_chr16,2
332_chr17,2
332_chr18,2
332_chr2,2
332_chr3,2
332_chr4,2
332_chr6,2
332_chr7,2
332_chr8,2
332_chr9,2
332_chrX,2
333_chr1,2
333_chr11,2
333_chr17,2
333_chr2,2
333_chr3,2
333_chr4,2
334_chr1,4
334_chr11,4
334_chr17,4
334_chr2,4
334_chr3,4
334_chr4,4
335_chr1,3
335_chr11,3
335_chr17,3
335_chr2,3
335_chr3,3
335_chr4,3
336_chr1,2
336_chr11,2
336_chr17,2
336_chr2,2
336_chr3,2
336_chr4,2
337_chr1,6
337_chr11,6
337_chr17,6
337_chr2,6
337_chr3,6
337_chr4,6
338_chr1,1
338_chr11,1
338_chr17,1
338_chr2,1
338_chr3,1
338_chr4,1
339_chr1,5
339_chr11,5
339_chr17,5
339_chr2,5
339_chr3,5
339_chr4,5
33_chr1,2
33_chr11,2
33_chr17,2
33_chr2,2
33_chr3,2
33_chr4,2
33_chr6,2
33_chr7,2
33_chr8,2
33_chr9,2
340_chr1,6
340_chr11,6
340_chr17,6
340_chr19,6
340_chr2,6
340_chr3,6
340_chr4,6
340_chr6,6
340_chr9,6
341_chr1,4
341_chr10,4
341_chr11,4
341_chr12,4
341_chr14,4
341_chr17,4
341_chr2,4
341_chr21,4
341_chr3,4
341_chr4,4
341_chr5,4
341_chr6,4
341_chr7,4
341_chr9,4
341_chrX,4
342_chr1,3
342_chr11,3
342_chr12,3
342_chr14,3
342_chr17,3
342_chr2,3
342_chr3,3
342_chr4,3
343_chr1,3
343_chr11,3
343_chr15,3
343_chr17,3
343_chr2,3
343_chr3,3
343_chr4,3
343_chrX,3
344_chr1,2
344_chr11,2
