sequenceID,min.log.lambda,max.log.lambda,possible.fp,fp,possible.fn,fn,labels,errors
2_chr3,-3.92779647519019,-3.91043457791413,1,1,0,0,1,1
2_chr3,-3.97097613306021,-3.92779647519019,1,1,0,0,1,1
2_chr3,-4.17557169704395,-3.97097613306021,1,1,0,0,1,1
2_chr3,-Inf,-4.17557169704395,1,1,0,0,1,1
2_chr4,-1.53296204784958,Inf,1,0,0,0,1,0
2_chr4,-2.62191110534716,-1.53296204784958,1,1,0,0,1,1
2_chr4,-3.28560211907721,-2.62191110534716,1,1,0,0,1,1
2_chr4,-3.29051325640889,-3.28560211907721,1,1,0,0,1,1
2_chr4,-3.67810110471872,-3.29051325640889,1,1,0,0,1,1
2_chr4,-3.89782095754828,-3.67810110471872,1,1,0,0,1,1
2_chr4,-3.94092565016046,-3.89782095754828,1,1,0,0,1,1
2_chr4,-4.04586420971091,-3.94092565016046,1,1,0,0,1,1
2_chr4,-4.07890476815433,-4.04586420971091,1,1,0,0,1,1
2_chr4,-Inf,-4.07890476815433,1,1,0,0,1,1
2_chr11,-1.91696247563415,Inf,1,0,0,0,1,0
2_chr11,-2.87089071893352,-1.91696247563415,1,0,0,0,1,0
2_chr11,-3.56201873479405,-2.87089071893352,1,1,0,0,1,1
2_chr11,-3.62181982809348,-3.56201873479405,1,1,0,0,1,1
2_chr11,-3.62864610312274,-3.62181982809348,1,1,0,0,1,1
2_chr11,-3.71226193347642,-3.62864610312274,1,1,0,0,1,1
2_chr11,-3.77055744617185,-3.71226193347642,1,1,0,0,1,1
2_chr11,-3.82812688687176,-3.77055744617185,1,1,0,0,1,1
2_chr11,-4.0346825559803,-3.82812688687176,1,1,0,0,1,1
2_chr11,-4.04388543305376,-4.0346825559803,1,1,0,0,1,1
2_chr11,-4.30158663322632,-4.04388543305376,1,1,0,0,1,1
2_chr11,-Inf,-4.30158663322632,1,1,0,0,1,1
2_chr17,2.71701028398385,Inf,0,0,1,1,1,1
2_chr17,0.0364938247177077,2.71701028398385,0,0,1,0,1,0
2_chr17,-0.983941741772443,0.0364938247177077,0,0,1,0,1,0
2_chr17,-1.70712123240648,-0.983941741772443,0,0,1,0,1,0
2_chr17,-1.72238858505516,-1.70712123240648,0,0,1,0,1,0
2_chr17,-1.96979350671902,-1.72238858505516,0,0,1,0,1,0
2_chr17,-2.02079172772931,-1.96979350671902,0,0,1,0,1,0
2_chr17,-2.4825405544538,-2.02079172772931,0,0,1,0,1,0
2_chr17,-2.51301798743954,-2.4825405544538,0,0,1,0,1,0
2_chr17,-3.17305898729031,-2.51301798743954,0,0,1,0,1,0
2_chr17,-3.19318024416768,-3.17305898729031,0,0,1,0,1,0
2_chr17,-3.22964804980924,-3.19318024416768,0,0,1,0,1,0
2_chr17,-Inf,-3.22964804980924,0,0,1,0,1,0
4_chr1,3.26518538624204,Inf,0,0,1,1,1,1
4_chr1,-0.940767842862549,3.26518538624204,0,0,1,0,1,0
4_chr1,-1.86113529361297,-0.940767842862549,0,0,1,0,1,0
4_chr1,-1.99126895234366,-1.86113529361297,0,0,1,0,1,0
4_chr1,-2.19835057633356,-1.99126895234366,0,0,1,0,1,0
4_chr1,-2.20565660030797,-2.19835057633356,0,0,1,0,1,0
4_chr1,-2.27500752364737,-2.20565660030797,0,0,1,0,1,0
4_chr1,-2.39142128632637,-2.27500752364737,0,0,1,0,1,0
4_chr1,-2.43681238181543,-2.39142128632637,0,0,1,0,1,0
4_chr1,-2.44865633172894,-2.43681238181543,0,0,1,0,1,0
4_chr1,-2.48643410500718,-2.44865633172894,0,0,1,0,1,0
4_chr1,-Inf,-2.48643410500718,0,0,1,0,1,0
4_chr2,1.92930047961761,Inf,0,0,1,1,1,1
4_chr2,1.3880727789899,1.92930047961761,0,0,1,0,1,0
4_chr2,1.13643272732406,1.3880727789899,0,0,1,1,1,1
4_chr2,-1.36503598853576,1.13643272732406,0,0,1,0,1,0
4_chr2,-2.26861906020817,-1.36503598853576,0,0,1,0,1,0
4_chr2,-2.7075011720208,-2.26861906020817,0,0,1,0,1,0
4_chr2,-2.83163579249532,-2.7075011720208,0,0,1,0,1,0
4_chr2,-2.84214141600921,-2.83163579249532,0,0,1,0,1,0
4_chr2,-2.86800744537138,-2.84214141600921,0,0,1,0,1,0
4_chr2,-2.88156862605771,-2.86800744537138,0,0,1,0,1,0
4_chr2,-3.00091833435432,-2.88156862605771,0,0,1,0,1,0
4_chr2,-3.25818648236058,-3.00091833435432,0,0,1,0,1,0
4_chr2,-3.3011543032533,-3.25818648236058,0,0,1,0,1,0
4_chr2,-3.5666344010602,-3.3011543032533,0,0,1,0,1,0
4_chr2,-Inf,-3.5666344010602,0,0,1,0,1,0
4_chr3,2.27284346410842,Inf,0,0,1,1,1,1
4_chr3,-2.02996478441471,2.27284346410842,0,0,1,0,1,0
4_chr3,-2.44350391064389,-2.02996478441471,0,0,1,0,1,0
4_chr3,-2.45142745600643,-2.44350391064389,0,0,1,0,1,0
4_chr3,-2.52551293935827,-2.45142745600643,0,0,1,0,1,0
4_chr3,-2.60304870082348,-2.52551293935827,0,0,1,0,1,0
4_chr3,-2.70130248564483,-2.60304870082348,0,0,1,0,1,0
4_chr3,-2.76394011750841,-2.70130248564483,0,0,1,0,1,0
4_chr3,-2.78812513377508,-2.76394011750841,0,0,1,0,1,0
4_chr3,-3.04474014633753,-2.78812513377508,0,0,1,0,1,0
4_chr3,-3.06840998840934,-3.04474014633753,0,0,1,0,1,0
4_chr3,-3.20384107775523,-3.06840998840934,0,0,1,0,1,0
4_chr3,-Inf,-3.20384107775523,0,0,1,0,1,0
4_chr4,1.38565083489553,Inf,0,0,1,1,1,1
4_chr4,-1.9332609659525,1.38565083489553,0,0,1,0,1,0
4_chr4,-2.02579240999854,-1.9332609659525,0,0,1,0,1,0
4_chr4,-2.24169745550433,-2.02579240999854,0,0,1,0,1,0
4_chr4,-2.37449893472009,-2.24169745550433,0,0,1,0,1,0
4_chr4,-3.08994691909753,-2.37449893472009,0,0,1,0,1,0
4_chr4,-3.09541143927406,-3.08994691909753,0,0,1,0,1,0
4_chr4,-3.15171736332883,-3.09541143927406,0,0,1,0,1,0
4_chr4,-3.18946162953408,-3.15171736332883,0,0,1,0,1,0
4_chr4,-3.38583525475782,-3.18946162953408,0,0,1,0,1,0
4_chr4,-3.57710132289624,-3.38583525475782,0,0,1,0,1,0
4_chr4,-Inf,-3.57710132289624,0,0,1,0,1,0
4_chr11,0.492585941448176,Inf,0,0,1,1,1,1
4_chr11,0.140656398359933,0.492585941448176,0,0,1,0,1,0
4_chr11,-1.98900238619049,0.140656398359933,0,0,1,0,1,0
4_chr11,-2.51215841123797,-1.98900238619049,0,0,1,0,1,0
4_chr11,-2.79252239456332,-2.51215841123797,0,0,1,0,1,0
4_chr11,-3.04000614090596,-2.79252239456332,0,0,1,0,1,0
4_chr11,-3.25569676243127,-3.04000614090596,0,0,1,0,1,0
4_chr11,-3.47178514978482,-3.25569676243127,0,0,1,0,1,0
4_chr11,-3.54018935849421,-3.47178514978482,0,0,1,0,1,0
4_chr11,-3.59898813283078,-3.54018935849421,0,0,1,0,1,0
4_chr11,-3.68588728558729,-3.59898813283078,0,0,1,0,1,0
4_chr11,-3.76276028667884,-3.68588728558729,0,0,1,0,1,0
4_chr11,-Inf,-3.76276028667884,0,0,1,0,1,0
4_chr17,2.13713710441581,Inf,0,0,1,1,1,1
4_chr17,-0.631228804699673,2.13713710441581,0,0,1,0,1,0
4_chr17,-1.55598157304463,-0.631228804699673,0,0,1,0,1,0
4_chr17,-1.5683221088176,-1.55598157304463,0,0,1,0,1,0
4_chr17,-2.2375269693958,-1.5683221088176,0,0,1,0,1,0
4_chr17,-2.26439887013432,-2.2375269693958,0,0,1,0,1,0
4_chr17,-2.36776317854172,-2.26439887013432,0,0,1,0,1,0
4_chr17,-2.39735323906446,-2.36776317854172,0,0,1,0,1,0
4_chr17,-2.43764119138756,-2.39735323906446,0,0,1,0,1,0
4_chr17,-2.64589456401799,-2.43764119138756,0,0,1,0,1,0
4_chr17,-2.8305902123876,-2.64589456401799,0,0,1,0,1,0
4_chr17,-2.84372627096479,-2.8305902123876,0,0,1,0,1,0
4_chr17,-3.40095164891282,-2.84372627096479,0,0,1,0,1,0
4_chr17,-Inf,-3.40095164891282,0,0,1,0,1,0
5_chr1,-2.91253299284,Inf,1,0,0,0,1,0
5_chr1,-3.27681429342552,-2.91253299284,1,1,0,0,1,1
5_chr1,-3.65700984576898,-3.27681429342552,1,1,0,0,1,1
5_chr1,-3.85788647844562,-3.65700984576898,1,1,0,0,1,1
5_chr1,-3.96918289087257,-3.85788647844562,1,1,0,0,1,1
5_chr1,-3.99659120723499,-3.96918289087257,1,1,0,0,1,1
5_chr1,-4.07658821241307,-3.99659120723499,1,1,0,0,1,1
5_chr1,-4.17284570871188,-4.07658821241307,1,1,0,0,1,1
5_chr1,-4.24939287608246,-4.17284570871188,1,1,0,0,1,1
5_chr1,-4.38280556422338,-4.24939287608246,1,1,0,0,1,1
5_chr1,-4.47688058095199,-4.38280556422338,1,1,0,0,1,1
5_chr1,-4.54536796017721,-4.47688058095199,1,1,0,0,1,1
5_chr1,-4.63467074716815,-4.54536796017721,1,1,0,0,1,1
5_chr1,-Inf,-4.63467074716815,1,1,0,0,1,1
5_chr2,-2.221291897871,Inf,1,0,0,0,1,0
5_chr2,-3.5226460642734,-2.221291897871,1,1,0,0,1,1
5_chr2,-3.88944104769421,-3.5226460642734,1,1,0,0,1,1
5_chr2,-4.30700823683272,-3.88944104769421,1,1,0,0,1,1
5_chr2,-4.56526622853954,-4.30700823683272,1,1,0,0,1,1
5_chr2,-4.64815607114153,-4.56526622853954,1,1,0,0,1,1
5_chr2,-4.82448755842552,-4.64815607114153,1,1,0,0,1,1
5_chr2,-4.82627621175096,-4.82448755842552,1,1,0,0,1,1
5_chr2,-4.83673632597364,-4.82627621175096,1,1,0,0,1,1
5_chr2,-4.85231862303676,-4.83673632597364,1,1,0,0,1,1
5_chr2,-4.91442755483652,-4.85231862303676,1,1,0,0,1,1
5_chr2,-4.96634161855467,-4.91442755483652,1,1,0,0,1,1
5_chr2,-Inf,-4.96634161855467,1,1,0,0,1,1
5_chr3,-2.71746490585292,Inf,1,0,0,0,1,0
5_chr3,-4.10985578893094,-2.71746490585292,1,1,0,0,1,1
5_chr3,-4.30185907737885,-4.10985578893094,1,1,0,0,1,1
5_chr3,-4.58927858779137,-4.30185907737885,1,1,0,0,1,1
5_chr3,-4.654006717081,-4.58927858779137,1,1,0,0,1,1
5_chr3,-5.0910850691417,-4.654006717081,1,1,0,0,1,1
5_chr3,-5.14917954179896,-5.0910850691417,1,1,0,0,1,1
5_chr3,-5.15375760260148,-5.14917954179896,1,1,0,0,1,1
5_chr3,-5.26219696722536,-5.15375760260148,1,1,0,0,1,1
5_chr3,-Inf,-5.26219696722536,1,1,0,0,1,1
5_chr4,-4.47967333769665,Inf,1,0,0,0,1,0
5_chr4,-4.67850599013194,-4.47967333769665,1,0,0,0,1,0
5_chr4,-5.02321317214439,-4.67850599013194,1,1,0,0,1,1
5_chr4,-5.02544416099526,-5.02321317214439,1,1,0,0,1,1
5_chr4,-5.03321489781309,-5.02544416099526,1,1,0,0,1,1
5_chr4,-5.0861781371583,-5.03321489781309,1,1,0,0,1,1
5_chr4,-5.16911628516582,-5.0861781371583,1,1,0,0,1,1
5_chr4,-5.18852180208457,-5.16911628516582,1,1,0,0,1,1
5_chr4,-5.22569033368543,-5.18852180208457,1,1,0,0,1,1
5_chr4,-5.24733926468557,-5.22569033368543,1,1,0,0,1,1
5_chr4,-5.26655951595046,-5.24733926468557,1,1,0,0,1,1
5_chr4,-5.53442345828685,-5.26655951595046,1,1,0,0,1,1
5_chr4,-Inf,-5.53442345828685,1,1,0,0,1,1
5_chr11,0.965293274906943,Inf,0,0,1,1,1,1
5_chr11,-2.82214656083541,0.965293274906943,0,0,1,0,1,0
5_chr11,-3.3964627086159,-2.82214656083541,0,0,1,0,1,0
5_chr11,-4.04268093333392,-3.3964627086159,0,0,1,0,1,0
5_chr11,-4.53150315737422,-4.04268093333392,0,0,1,0,1,0
5_chr11,-4.69151212792793,-4.53150315737422,0,0,1,0,1,0
5_chr11,-4.71138476996216,-4.69151212792793,0,0,1,0,1,0
5_chr11,-4.71392479280477,-4.71138476996216,0,0,1,0,1,0
5_chr11,-4.80291636613658,-4.71392479280477,0,0,1,0,1,0
5_chr11,-4.83627330698845,-4.80291636613658,0,0,1,0,1,0
5_chr11,-4.87824697877817,-4.83627330698845,0,0,1,0,1,0
5_chr11,-5.03425083585749,-4.87824697877817,0,0,1,0,1,0
5_chr11,-5.06221133521981,-5.03425083585749,0,0,1,0,1,0
5_chr11,-Inf,-5.06221133521981,0,0,1,0,1,0
5_chr17,0.435198843880133,Inf,0,0,1,1,1,1
5_chr17,-2.10827593256266,0.435198843880133,0,0,1,0,1,0
5_chr17,-3.00916691105273,-2.10827593256266,0,0,1,0,1,0
5_chr17,-3.59826530506729,-3.00916691105273,0,0,1,0,1,0
5_chr17,-3.85844975907605,-3.59826530506729,0,0,1,0,1,0
5_chr17,-4.07433187295687,-3.85844975907605,0,0,1,0,1,0
5_chr17,-4.09570535781446,-4.07433187295687,0,0,1,0,1,0
5_chr17,-4.19589493208088,-4.09570535781446,0,0,1,0,1,0
5_chr17,-4.22670506551359,-4.19589493208088,0,0,1,0,1,0
5_chr17,-4.38202885689857,-4.22670506551359,0,0,1,0,1,0
5_chr17,-4.60176764785856,-4.38202885689857,0,0,1,0,1,0
5_chr17,-4.84038056772498,-4.60176764785856,0,0,1,0,1,0
5_chr17,-Inf,-4.84038056772498,0,0,1,0,1,0
6_chr1,-0.694428755856871,Inf,1,0,0,0,1,0
6_chr1,-1.12352753230605,-0.694428755856871,1,1,0,0,1,1
6_chr1,-1.76733757611134,-1.12352753230605,1,1,0,0,1,1
6_chr1,-2.66693911925476,-1.76733757611134,1,1,0,0,1,1
6_chr1,-3.02328261844376,-2.66693911925476,1,1,0,0,1,1
6_chr1,-3.1068191064184,-3.02328261844376,1,1,0,0,1,1
6_chr1,-3.16703561663936,-3.1068191064184,1,1,0,0,1,1
6_chr1,-3.22948144954615,-3.16703561663936,1,1,0,0,1,1
6_chr1,-3.33063407728404,-3.22948144954615,1,1,0,0,1,1
6_chr1,-Inf,-3.33063407728404,1,1,0,0,1,1
6_chr2,-2.47665838285702,Inf,1,0,0,0,1,0
6_chr2,-2.4887060208859,-2.47665838285702,1,0,0,0,1,0
6_chr2,-2.84277765868241,-2.4887060208859,1,1,0,0,1,1
6_chr2,-3.0665376812235,-2.84277765868241,1,1,0,0,1,1
6_chr2,-3.12599110888517,-3.0665376812235,1,1,0,0,1,1
6_chr2,-3.14716691688906,-3.12599110888517,1,1,0,0,1,1
6_chr2,-3.20836155567581,-3.14716691688906,1,1,0,0,1,1
6_chr2,-3.2941158478061,-3.20836155567581,1,1,0,0,1,1
6_chr2,-3.53049479784747,-3.2941158478061,1,1,0,0,1,1
6_chr2,-3.5338467053389,-3.53049479784747,1,1,0,0,1,1
6_chr2,-3.8221690299842,-3.5338467053389,1,1,0,0,1,1
6_chr2,-4.00593704197036,-3.8221690299842,1,1,0,0,1,1
6_chr2,-Inf,-4.00593704197036,1,1,0,0,1,1
6_chr3,-3.44756655828744,Inf,1,0,0,0,1,0
6_chr3,-3.65182707298297,-3.44756655828744,1,1,0,0,1,1
6_chr3,-3.67917966719553,-3.65182707298297,1,1,0,0,1,1
6_chr3,-3.78320012258791,-3.67917966719553,1,1,0,0,1,1
6_chr3,-3.97984464184335,-3.78320012258791,1,1,0,0,1,1
6_chr3,-4.13869468250813,-3.97984464184335,1,1,0,0,1,1
6_chr3,-4.17738020199113,-4.13869468250813,1,1,0,0,1,1
6_chr3,-4.40083414998554,-4.17738020199113,1,1,0,0,1,1
6_chr3,-4.40335676585027,-4.40083414998554,1,1,0,0,1,1
6_chr3,-Inf,-4.40335676585027,1,1,0,0,1,1
6_chr4,-2.29389269593807,Inf,1,0,0,0,1,0
6_chr4,-2.46559864313908,-2.29389269593807,1,0,0,0,1,0
6_chr4,-2.88295731295279,-2.46559864313908,1,0,0,0,1,0
6_chr4,-3.03711252743929,-2.88295731295279,1,0,0,0,1,0
6_chr4,-3.47492441783419,-3.03711252743929,1,1,0,0,1,1
6_chr4,-3.50016499857149,-3.47492441783419,1,1,0,0,1,1
6_chr4,-3.53301122970302,-3.50016499857149,1,1,0,0,1,1
6_chr4,-3.58867711474784,-3.53301122970302,1,1,0,0,1,1
6_chr4,-3.85182952536859,-3.58867711474784,1,1,0,0,1,1
6_chr4,-3.95265033366336,-3.85182952536859,1,1,0,0,1,1
6_chr4,-Inf,-3.95265033366336,1,1,0,0,1,1
6_chr11,-3.14523459850271,Inf,1,0,0,0,1,0
6_chr11,-3.44273110621364,-3.14523459850271,1,1,0,0,1,1
6_chr11,-3.66326611347521,-3.44273110621364,1,1,0,0,1,1
6_chr11,-3.72958979166265,-3.66326611347521,1,1,0,0,1,1
6_chr11,-3.90530612181832,-3.72958979166265,1,1,0,0,1,1
6_chr11,-3.93668006309504,-3.90530612181832,1,1,0,0,1,1
6_chr11,-4.31831239255488,-3.93668006309504,1,1,0,0,1,1
6_chr11,-4.32260244137387,-4.31831239255488,1,1,0,0,1,1
6_chr11,-4.43294400711583,-4.32260244137387,1,1,0,0,1,1
6_chr11,-4.47876420747509,-4.43294400711583,1,1,0,0,1,1
6_chr11,-Inf,-4.47876420747509,1,1,0,0,1,1
6_chr17,-0.892319064459033,Inf,1,0,0,0,1,0
6_chr17,-1.29268870749729,-0.892319064459033,1,1,0,0,1,1
6_chr17,-1.570772005117,-1.29268870749729,1,1,0,0,1,1
6_chr17,-2.08574798261142,-1.570772005117,1,1,0,0,1,1
6_chr17,-2.15589919212217,-2.08574798261142,1,1,0,0,1,1
6_chr17,-2.23192429236815,-2.15589919212217,1,1,0,0,1,1
6_chr17,-2.6160595448958,-2.23192429236815,1,1,0,0,1,1
6_chr17,-2.70433834855834,-2.6160595448958,1,1,0,0,1,1
6_chr17,-2.94059145224753,-2.70433834855834,1,1,0,0,1,1
6_chr17,-2.99916867367034,-2.94059145224753,1,1,0,0,1,1
6_chr17,-3.23455538189431,-2.99916867367034,1,1,0,0,1,1
6_chr17,-Inf,-3.23455538189431,1,1,0,0,1,1
7_chr1,4.14990805539479,Inf,0,0,1,1,1,1
7_chr1,0.513626897342355,4.14990805539479,0,0,1,0,1,0
7_chr1,-1.54916995065558,0.513626897342355,0,0,1,0,1,0
7_chr1,-1.80541870823432,-1.54916995065558,0,0,1,0,1,0
7_chr1,-1.96070303168931,-1.80541870823432,0,0,1,0,1,0
7_chr1,-2.15484257705718,-1.96070303168931,0,0,1,0,1,0
7_chr1,-2.22406943523749,-2.15484257705718,0,0,1,0,1,0
7_chr1,-2.3855873774089,-2.22406943523749,0,0,1,0,1,0
7_chr1,-2.58134160234975,-2.3855873774089,0,0,1,0,1,0
7_chr1,-2.63484359972894,-2.58134160234975,0,0,1,0,1,0
7_chr1,-2.68408408245165,-2.63484359972894,0,0,1,0,1,0
7_chr1,-2.7572032803821,-2.68408408245165,0,0,1,0,1,0
7_chr1,-2.86007319578837,-2.7572032803821,0,0,1,0,1,0
